Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
Osseous stenosis of neural canal of lower extremity,M9936,M9936,,Yes,
"Electric (assisted) bicycle passenger injured in collision with other motor vehicles in traffic accident, sequela",V29591S,V29591S,,Yes,
Personal history of (corrected) congenital malformations of respiratory system,Z8775,Z8775,,Yes,
"Unspecified injury of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",S66504S,S66504S,,Yes,
Cerebral infarction due to thrombosis of left middle cerebral artery,I63312,I63312,,Yes,
Immunization not carried out because of caregiver refusal,Z2882,Z2882,,Yes,
Unspecified complication following incomplete spontaneous abortion,O0330,O0330,,Yes,
"Complete traumatic amputation of left hand at wrist level, sequela",S68412S,S68412S,,Yes,
"Chronic multifocal osteomyelitis, unspecified radius and ulna",M86339,M86339,,Yes,
Postprocedural complete intestinal obstruction,K9132,K9132,,Yes,
"Burn of unspecified degree of multiple sites of left ankle and foot, sequela",T25092S,T25092S,,Yes,
"Toxic effect of fiberglass, undetermined, subsequent encounter",T65834D,T65834D,,Yes,
"Legal intervention involving unspecified blunt objects, suspect injured, sequela",Y35303S,Y35303S,,Yes,
"Sector or arcuate defects, unspecified eye",H53439,H53439,,Yes,
Cryoglobulinemia,D891,D891,,Yes,
"Blister (nonthermal), right ankle, initial encounter",S90521A,S90521A,,Yes,
"Nondisplaced oblique fracture of shaft of left tibia, initial encounter for closed fracture",S82235A,S82235A,,Yes,
"Displaced bimalleolar fracture of unspecified lower leg, subsequent encounter for closed fracture with delayed healing",S82843G,S82843G,,Yes,
"Nondisplaced trimalleolar fracture of unspecified lower leg, subsequent encounter for closed fracture with malunion",S82856P,S82856P,,Yes,
"Other injury of diaphragm, sequela",S27808S,S27808S,,Yes,
"Underdosing of unspecified topical agent, initial encounter",T4996XA,T4996XA,,Yes,
"Activity, other involving cooking and grilling",Y93G9,Y93G9,,Yes,
Deuteranomaly,H5353,H5353,,Yes,
"Acute disseminated demyelination, unspecified",G369,G369,,Yes,
"Poisoning by succinimides and oxazolidinediones, intentional self-harm, sequela",T422X2S,T422X2S,,Yes,
"Acute follicular conjunctivitis, bilateral",H10013,H10013,,Yes,
"Nondisplaced fracture of shaft of fourth metacarpal bone, left hand, sequela",S62355S,S62355S,,Yes,
"Toxic effect of contact with sea anemone, undetermined, subsequent encounter",T63634D,T63634D,,Yes,
Diphyllobothriasis,B700,B700,,Yes,
"Stress fracture, hip, unspecified, subsequent encounter for fracture with delayed healing",M84359G,M84359G,,Yes,
"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing",S82465H,S82465H,,Yes,
"Metabolic acidemia in newborn, unspecified",P199,P199,,Yes,
"Displaced pilon fracture of unspecified tibia, subsequent encounter for closed fracture with nonunion",S82873K,S82873K,,Yes,
Pain in right wrist,M25531,M25531,,Yes,
"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72042J,S72042J,,Yes,
"Unspecified superficial injuries of left front wall of thorax, subsequent encounter",S20302D,S20302D,,Yes,
"Age-related osteoporosis with current pathological fracture, left forearm, initial encounter for fracture",M80032A,M80032A,,Yes,
"Unspecified fracture of upper end of right radius, subsequent encounter for closed fracture with malunion",S52101P,S52101P,,Yes,
Other specified bacterial intestinal infections,A048,A048,,Yes,
"War operations involving unspecified fire, conflagration and hot substance, civilian, subsequent encounter",Y36301D,Y36301D,,Yes,
"Other specified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter",S66091D,S66091D,,Yes,
"Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, bilateral legs",I70663,I70663,,Yes,
"Capsular glaucoma with pseudoexfoliation of lens, right eye, stage unspecified",H401410,H401410,,Yes,
"Puncture wound with foreign body of left front wall of thorax with penetration into thoracic cavity, subsequent encounter",S21342D,S21342D,,Yes,
"Corrosion of unspecified degree of unspecified scapular region, subsequent encounter",T22469D,T22469D,,Yes,
"Superficial foreign body of right middle finger, initial encounter",S60452A,S60452A,,Yes,
"Fall from ice-skates, sequela",V00211S,V00211S,,Yes,
"Burn of second degree of right palm, initial encounter",T23251A,T23251A,,Yes,
"Other myositis, unspecified hand",M60849,M60849,,Yes,
Other apocrine sweat disorders,L758,L758,,Yes,
"Bitten by raccoon, initial encounter",W5551XA,W5551XA,,Yes,
"Terrorism involving chemical weapons, terrorist injured, sequela",Y387X3S,Y387X3S,,Yes,
"Unspecified electric (assisted) bicycle rider injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",V2321XA,V2321XA,,Yes,
Congenital rubella syndrome,P350,P350,,Yes,
"Other Hodgkin lymphoma, lymph nodes of multiple sites",C8178,C8178,,Yes,
"Pedestrian on roller-skates injured in collision with car, pick-up truck or van in traffic accident, sequela",V0311XS,V0311XS,,Yes,
"Unspecified open wound of abdominal wall, right lower quadrant with penetration into peritoneal cavity, initial encounter",S31603A,S31603A,,Yes,
Disorders of optic chiasm in (due to) vascular disorders,H4743,H4743,,Yes,
"Inflammation (infection) of postprocedural bleb, stage 3",H5943,H5943,,Yes,
"Insect bite (nonvenomous) of left back wall of thorax, initial encounter",S20462A,S20462A,,Yes,
"Superficial foreign body, left foot, subsequent encounter",S90852D,S90852D,,Yes,
"Fibrous dysplasia (monostotic), left shoulder",M85012,M85012,,Yes,
"Other superficial bite of right forearm, initial encounter",S50871A,S50871A,,Yes,
