Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Other specified injury of other blood vessels at wrist and hand level of left arm, initial encounter",S65892A,S65892A,,Yes,
"Displacement of internal fixation device of vertebrae, sequela",T84226S,T84226S,,Yes,
"Laceration with foreign body of right little finger with damage to nail, initial encounter",S61326A,S61326A,,Yes,
"Underdosing of cocaine, initial encounter",T405X6A,T405X6A,,Yes,
"Other mechanical complication of indwelling urethral catheter, subsequent encounter",T83091D,T83091D,,Yes,
Sequelae of genitourinary tuberculosis,B901,B901,,Yes,
Phlebitis and thrombophlebitis of right femoral vein,I8011,I8011,,Yes,
"Hypoxic ischemic encephalopathy [HIE], unspecified",P9160,P9160,,Yes,
"Chorioamnionitis, unspecified trimester, fetus 5",O411295,O411295,,Yes,
"Unspecified subluxation of unspecified foot, sequela",S93303S,S93303S,,Yes,
"Other superficial bite of hip, left hip, sequela",S70272S,S70272S,,Yes,
"Sprain of interphalangeal joint of left little finger, subsequent encounter",S63637D,S63637D,,Yes,
"Congenital absence of both forearm and hand, left upper limb",Q7122,Q7122,,Yes,
"Displaced segmental fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing",S82262D,S82262D,,Yes,
"Toxic effect of cyanides, assault, subsequent encounter",T650X3D,T650X3D,,Yes,
Other specified bacterial agents as the cause of diseases classified elsewhere,B9689,B9689,,Yes,
"Unspecified occupant of special construction vehicle injured in nontraffic accident, subsequent encounter",V859XXD,V859XXD,,Yes,
"Postimmunization arthropathy, left wrist",M02232,M02232,,Yes,
"Laceration of unspecified muscles, fascia and tendons at forearm level, unspecified arm, subsequent encounter",S56929D,S56921D,,No,
"Unspecified injury of flexor muscle, fascia and tendon of left thumb at forearm level, sequela",S56002S,S56002S,,Yes,
"Poisoning by phenothiazine antipsychotics and neuroleptics, undetermined, initial encounter",T433X4A,T433X4A,,Yes,
"Hemorrhagic detachment of retinal pigment epithelium, unspecified eye",H35739,H35739,,Yes,
Maternal care for disproportion due to deformity of maternal pelvic bones,O330,O330,,Yes,
"Person on outside of bus injured in collision with pedestrian or animal in traffic accident, sequela",V707XXS,V707XXS,,Yes,
"Displaced spiral fracture of shaft of radius, left arm, sequela",S52342S,S52342S,,Yes,
"Underdosing of other opioids, initial encounter",T402X6A,T402X6A,,Yes,
Inflamed seborrheic keratosis,L820,L820,,Yes,
Other infection carrier state complicating pregnancy,O99830,O99830,,Yes,
"External constriction of unspecified external genital organs, male, initial encounter",S30845A,S30845A,,Yes,
"External constriction of other part of head, sequela",S0084XS,S0084XS,,Yes,
"Other specified injury of intrinsic muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter",S66492A,S66492A,,Yes,
"Vascular dementia, unspecified severity, with agitation",F01511,F01511,,Yes,
"Aneurysmal bone cyst, right shoulder",M85511,M85511,,Yes,
"Sprain of deltoid ligament of unspecified ankle, initial encounter",S93429A,S93429A,,Yes,
"Chronic follicular conjunctivitis, right eye",H10431,H10431,,Yes,
"Toxic effect of contact with Portuguese Man-o-war, accidental (unintentional), initial encounter",T63611A,T63611A,,Yes,
"Blister (nonthermal), unspecified foot, initial encounter",S90829A,S90829A,,Yes,
"Pathological fracture in other disease, unspecified foot, initial encounter for fracture",M84676A,M84676A,,Yes,
Memory deficit following nontraumatic subarachnoid hemorrhage,I69011,I69011,,Yes,
"Corrosion of third degree of left elbow, initial encounter",T22722A,T22722A,,Yes,
Acute embolism and thrombosis of left peroneal vein,I82452,I82452,,Yes,
"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with routine healing",S72012D,S72012D,,Yes,
"Occupant of aircraft injured in other specified air transport accidents, sequela",V970XXS,V970XXS,,Yes,
"Rheumatoid bursitis, unspecified shoulder",M06219,M06219,,Yes,
"Sextuplets, some liveborn",Z3764,Z3764,,Yes,
"Laceration of dorsal artery of right foot, initial encounter",S95011A,S95011A,,Yes,
"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with routine healing",S8255XE,S8255XE,,Yes,
Cough variant asthma,J45991,J45991,,Yes,
"Charcot's joint, right hip",M14651,M14651,,Yes,
"Nondisplaced transverse fracture of shaft of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52324C,S52324C,,Yes,
"Unspecified injury of brachial artery, left side, initial encounter",S45102A,S45102A,,Yes,
"Outcome of delivery, unspecified",Z379,Z379,,Yes,
"Poisoning by other narcotics, intentional self-harm, sequela",T40692S,T40692S,,Yes,
Occupational exposure to vibration,Z577,Z577,,Yes,
"Unspecified occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",V373XXD,V373XXD,,Yes,
Other specified inflammation of vagina and vulva,N7689,N7689,,Yes,
"Adolescent idiopathic scoliosis, cervical region",M41122,M41122,,Yes,
"Drowning and submersion due to falling or jumping from burning sailboat, subsequent encounter",V9024XD,V9024XD,,Yes,
"Displaced fracture of olecranon process with intraarticular extension of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52031N,S52031N,,Yes,
"Osteitis condensans, unspecified ankle and foot",M85379,M85379,,Yes,
Polyostotic fibrous dysplasia,Q781,Q781,,Yes,
"Juvenile osteochondrosis of spine, thoracolumbar region",M4205,M4205,,Yes,
"Leakage of femoral arterial graft (bypass), sequela",T82332S,T82332S,,Yes,
"Partial traumatic amputation at level between elbow and wrist, unspecified arm, initial encounter",S58129A,S58129A,,Yes,
"Unspecified injury of deep palmar arch of right hand, subsequent encounter",S65301D,S65301D,,Yes,
"Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter",S21309A,S21309A,,Yes,
"Audio device entering into or through a natural orifice, subsequent encounter",W44G1XD,W44G1XD,,Yes,
"Unspecified sprain of left elbow, initial encounter",S53402A,S53402A,,Yes,
"Burn of first degree of left elbow, initial encounter",T22122A,T22122A,,Yes,
"Other cyst of bone, unspecified forearm",M85639,M85639,,Yes,
"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, intentional self-harm, subsequent encounter",T44902D,T44902D,,Yes,
"Anxiety disorder, unspecified",F419,F419,,Yes,
"Displaced fracture of neck of fifth metacarpal bone, right hand, subsequent encounter for fracture with delayed healing",S62336G,S62336G,,Yes,
Sickle-cell thalassemia beta zero with cerebral vascular involvement,D57433,D57433,,Yes,
"Other accident on other pedestrian conveyance, sequela",V00898S,V00898S,,Yes,
"Infection and inflammatory reaction due to internal fixation device of left radius, sequela",T84613S,T84613S,,Yes,
"Persistent postprocedural fistula, subsequent encounter",T8183XD,T8183XD,,Yes,
"Type 1 fracture of sacrum, subsequent encounter for fracture with delayed healing",S3214XG,S3214XG,,Yes,
"Poisoning by phenothiazine antipsychotics and neuroleptics, assault, sequela",T433X3S,T433X3S,,Yes,
"Displaced dome fracture of right acetabulum, sequela",S32481S,S32481S,,Yes,
"Contusion of bladder, sequela",S3722XS,S3722XS,,Yes,
"Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",S061X6D,S061X6D,,Yes,
"Contusion of right back wall of thorax, initial encounter",S20221A,S20221A,,Yes,
"Poisoning by other antacids and anti-gastric-secretion drugs, undetermined, subsequent encounter",T471X4D,T471X4D,,Yes,
"Poisoning by unspecified hormones and synthetic substitutes, accidental (unintentional), subsequent encounter",T38801D,T38801D,,Yes,
"Burn of second degree of back of right hand, subsequent encounter",T23261D,T23261D,,Yes,
"Cerebral anoxia due to anesthesia during pregnancy, third trimester",O29213,O29213,,Yes,
"Salter-Harris Type I physeal fracture of lower end of ulna, left arm, subsequent encounter for fracture with delayed healing",S59012G,S59012G,,Yes,
"Reiter's disease, left ankle and foot",M02372,M02372,,Yes,
"Toxic effect of arsenic and its compounds, undetermined, initial encounter",T570X4A,T570X4A,,Yes,
"Cardiac arrhythmia, unspecified",I499,I499,,Yes,
"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel, sequela",Y37140S,Y37140S,,Yes,
"Passenger on bus injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",V721XXS,V721XXS,,Yes,
"Other specified injury of plantar artery of right foot, subsequent encounter",S95191D,S95191D,,Yes,
Tight hymenal ring,N896,N896,,Yes,
"Other injury of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",S66594D,S66594D,,Yes,
"Mild to moderate pre-eclampsia, unspecified trimester",O1400,O1400,,Yes,
Perforation of bile duct,K832,K832,,Yes,
"Puncture wound without foreign body of left front wall of thorax with penetration into thoracic cavity, sequela",S21332S,S21132S,,No,
"Collapsed vertebra, not elsewhere classified, thoracic region, subsequent encounter for fracture with routine healing",M4854XD,M4854XD,,Yes,
"Burn of first degree of right forearm, sequela",T22111S,T22111S,,Yes,
"Infection following a procedure, organ and space surgical site, initial encounter",T8143XA,T8143XA,,Yes,
"Obstructed labor due to brow presentation, fetus 1",O643XX1,O643XX1,,Yes,
"Unspecified injury of unspecified foot, subsequent encounter",S99929D,S99929D,,Yes,
"Rh incompatibility with acute hemolytic transfusion reaction, sequela",T80410S,T80410S,,Yes,
"Osteopathy after poliomyelitis, left shoulder",M89612,M89612,,Yes,
"Fall from scooter (nonmotorized), sequela",V00141S,V00141S,,Yes,
Malignant neoplasm of hepatic flexure,C183,C183,,Yes,
"Driver of pick-up truck or van injured in collision with other motor vehicles in nontraffic accident, sequela",V5909XS,V5909XS,,Yes,
"Military operations involving flamethrower, civilian, initial encounter",Y37331A,Y37331A,,Yes,
"Nondisplaced fracture of middle phalanx of right index finger, sequela",S62650S,S62650S,,Yes,
"Familial chondrocalcinosis, left elbow",M11122,M11122,,Yes,
"Fall into well, subsequent encounter",W170XXD,W170XXD,,Yes,
"Fall from sled, subsequent encounter",V00221D,V00221D,,Yes,
"Infection and inflammatory reaction due to internal fixation device of left fibula, sequela",T84625S,T84625S,,Yes,
"Contusion of lung, unilateral, subsequent encounter",S27321D,S27321D,,Yes,
"Contusion of other part of small intestine, sequela",S36428S,S36428S,,Yes,
"Other superficial bite of right little finger, initial encounter",S60476A,S60476A,,Yes,
Presence of other bone and tendon implants,Z967,Z967,,Yes,
"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, subsequent encounter",S062X5D,S062X5D,,Yes,
"Flexion deformity, left wrist",M21232,M21232,,Yes,
Other organ or system involvement in systemic lupus erythematosus,M3219,M3219,,Yes,
"Follicular lymphoma grade I, lymph nodes of head, face, and neck",C8201,C8201,,Yes,
"Unspecified open wound of thyroid gland, subsequent encounter",S1110XD,S1110XD,,Yes,
"Displaced fracture of shaft of first metacarpal bone, left hand, sequela",S62242S,S62242S,,Yes,
"Other injury of muscle, fascia and tendon of abdomen, subsequent encounter",S39091D,S39091D,,Yes,
"Car occupant (driver) (passenger) injured in other specified transport accidents, subsequent encounter",V4988XD,V4988XD,,Yes,
"Corrosion of second degree of right lower leg, initial encounter",T24631A,T24631A,,Yes,
"Unspecified injury of gallbladder, subsequent encounter",S36129D,S36129D,,Yes,
"Displaced fracture of proximal phalanx of left great toe, subsequent encounter for fracture with routine healing",S92412D,S92412D,,Yes,
"Person on outside of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in traffic accident, sequela",V337XXS,V337XXS,,Yes,
Craniosynostosis unspecified,Q75009,Q75009,,Yes,
"Laceration with foreign body of right ring finger without damage to nail, subsequent encounter",S61224D,S61224D,,Yes,
"Torsion of testis, unspecified",N4400,N4400,,Yes,
"Toxic effect of other corrosive organic compounds, undetermined, sequela",T541X4S,T541X4S,,Yes,
Other acute pancreatitis with uninfected necrosis,K8581,K8581,,Yes,
"Unspecified injury of intrinsic muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter",S66401D,S66401D,,Yes,
"Open bite of left front wall of thorax with penetration into thoracic cavity, subsequent encounter",S21352D,S21352D,,Yes,
"Other specified disorders of tendon, left knee",M67864,M67864,,Yes,
"Chronic gout due to renal impairment, unspecified elbow, with tophus (tophi)",M1A3291,M1A3291,,Yes,
"Laceration with foreign body of unspecified thumb with damage to nail, sequela",S61129S,S61129S,,Yes,
"Contusion of unspecified knee, initial encounter",S8000XA,S8000XA,,Yes,
"Chilblains, sequela",T691XXS,T691XXS,,Yes,
Tuberculosis of adrenal glands,A187,A187,,Yes,
"Unspecified injury of right middle and inner ear, sequela",S09301S,S09301S,,Yes,
"Unspecified traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with nonunion",S12531K,S12531K,,Yes,
"Salter-Harris Type I physeal fracture of right calcaneus, subsequent encounter for fracture with routine healing",S99011D,S99011D,,Yes,
"Laceration with foreign body of other finger with damage to nail, subsequent encounter",S61328D,S61328D,,Yes,
"Pyogenic arthritis, unspecified",M009,M009,,Yes,
"Familial chondrocalcinosis, multiple sites",M1119,M1119,,Yes,
"Falling, lying or running before or into moving object, undetermined intent, subsequent encounter",Y31XXXD,Y31XXXD,,Yes,
"Idiopathic gout, right shoulder",M10011,M10011,,Yes,
"Auditory recruitment, right ear",H93211,H93211,,Yes,
"Fracture of corpus cavernosum penis, sequela",S39840S,S39840S,,Yes,
"Bitten by rat, subsequent encounter",W5311XD,W5311XD,,Yes,
"Separation of muscle (nontraumatic), right hand",M62041,M62041,,Yes,
"Person injured while boarding or alighting from streetcar, sequela",V824XXS,V824XXS,,Yes,
"Miscellaneous neurological devices associated with adverse incidents, not elsewhere classified",Y758,Y758,,Yes,
"Pedestrian on skateboard injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, subsequent encounter",V0492XD,V0492XD,,Yes,
"Poisoning by digestants, intentional self-harm, subsequent encounter",T475X2D,T475X2D,,Yes,
"Coma scale, best verbal response, inappropriate words, unspecified time",R402230,R402230,,Yes,
"Congenital malformation of spinal cord, unspecified",Q069,Q069,,Yes,
"Person on outside of pick-up truck or van injured in noncollision transport accident in traffic accident, initial encounter",V587XXA,V587XXA,,Yes,
"Displacement of other vascular grafts, initial encounter",T82328A,T82328A,,Yes,
"Unspecified injury of muscle, fascia and tendon of triceps, right arm, sequela",S46301S,S46301S,,Yes,
"Open bite of unspecified hand, initial encounter",S61459A,S61459A,,Yes,
"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",F14259,F14259,,Yes,
"Staphylococcal arthritis, unspecified wrist",M00039,M00039,,Yes,
"Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion",S52352P,S52352P,,Yes,
"Constipation, unspecified",K5900,K5900,,Yes,
"Term delivery with preterm labor, third trimester, fetus 2",O6023X2,O6023X2,,Yes,
"Other injury of unspecified muscles, fascia and tendons at forearm level, right arm, initial encounter",S56991A,S56801A,,No,
"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, undetermined, initial encounter",T582X4A,T582X4A,,Yes,
Other complication of respirator [ventilator],J95859,J95859,,Yes,
Other psychoactive substance abuse with withdrawal with perceptual disturbance,F19132,F19132,,Yes,
Bone marrow transplant rejection,T8601,T8601,,Yes,
"Burn of first degree of multiple sites of left wrist and hand, subsequent encounter",T23192D,T23192D,,Yes,
"Other superficial bite of right forearm, subsequent encounter",S50871D,S50871D,,Yes,
"Spacecraft crash injuring occupant, sequela",V9541XS,V9541XS,,Yes,
"Asphyxiation due to being trapped in a car trunk, assault, sequela",T71223S,T71223S,,Yes,
Occlusion and stenosis of basilar artery,I651,I651,,Yes,
Allergy status to narcotic agent,Z885,Z885,,Yes,
Klippel-Feil syndrome,Q761,Q761,,Yes,
"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh, sequela",S76312S,S76312S,,Yes,
"Unspecified Zone II fracture of sacrum, subsequent encounter for fracture with routine healing",S32129D,S32129D,,Yes,
"Underdosing of other synthetic narcotics, subsequent encounter",T40496D,T40496D,,Yes,
"Crushing injury of right knee, initial encounter",S8701XA,S8701XA,,Yes,
Benign carcinoid tumor of the appendix,D3A020,D3A020,,Yes,
"Greenstick fracture of shaft of radius, unspecified arm, subsequent encounter for fracture with nonunion",S52319K,S52319K,,Yes,
"Acute appendicitis with localized peritonitis, without perforation or gangrene",K3530,K3530,,Yes,
"LeFort II fracture, subsequent encounter for fracture with delayed healing",S02412G,S02412G,,Yes,
"Other contact with other marine mammals, subsequent encounter",W5639XD,W5639XD,,Yes,
"Central cord syndrome at C6 level of cervical spinal cord, initial encounter",S14126A,S14126A,,Yes,
"Retained foreign body in right eye, unspecified eyelid",H02813,H02813,,Yes,
"Ganglion, right ankle and foot",M67471,M67471,,Yes,
"Other contact with sea lion, sequela",W5619XS,W5619XS,,Yes,
"Barton's fracture of left radius, subsequent encounter for open fracture type I or II with nonunion",S52562M,S52562M,,Yes,
"Salter-Harris Type I physeal fracture of right metatarsal, subsequent encounter for fracture with malunion",S99111P,S99111P,,Yes,
"Nondisplaced fracture of trapezium [larger multangular], right wrist, subsequent encounter for fracture with routine healing",S62174D,S62174D,,Yes,
"Unstable burst fracture of first cervical vertebra, subsequent encounter for fracture with routine healing",S1202XD,S1202XD,,Yes,
"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",S42353P,S42353P,,Yes,
"Salter-Harris Type IV physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with malunion",S59249P,S59249P,,Yes,
"Other specified disorders of bone density and structure, right ankle and foot",M85871,M85871,,Yes,
Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria,D511,D511,,Yes,
"Puncture wound without foreign body of left hand, sequela",S61432S,S61432S,,Yes,
"Laceration with foreign body of abdominal wall, right upper quadrant with penetration into peritoneal cavity, subsequent encounter",S31620D,S31620D,,Yes,
"Corrosion of third degree of right axilla, initial encounter",T22741A,T22741A,,Yes,
"Other subluxation of right ulnohumeral joint, sequela",S53191S,S53191S,,Yes,
"Nondisplaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing",S42366D,S42366D,,Yes,
"Passenger of special industrial vehicle injured in traffic accident, sequela",V831XXS,V831XXS,,Yes,
Presence of left artificial elbow joint,Z96622,Z96622,,Yes,
"Poisoning by 4-Aminophenol derivatives, accidental (unintentional), sequela",T391X1S,T391X1S,,Yes,
"Derangement of unspecified lateral meniscus due to old tear or injury, left knee",M23201,M23201,,Yes,
"Nondisplaced fracture of pisiform, right wrist, sequela",S62164S,S62164S,,Yes,
"Toxic effect of 2-Propanol, accidental (unintentional), sequela",T512X1S,T512X1S,,Yes,
"Pseudocoxalgia, unspecified hip",M9130,M9130,,Yes,
NIHSS score 23,R29723,R29723,,Yes,
"Other acute nonsuppurative otitis media, bilateral",H65193,H65193,,Yes,
"Passenger in pick-up truck or van injured in collision with pedal cycle in nontraffic accident, sequela",V511XXS,V511XXS,,Yes,
"Assault by hot fluids, subsequent encounter",X982XXD,X982XXD,,Yes,
"Pupillary membranes, bilateral",H2143,H2143,,Yes,
"Cocaine dependence, in remission",F1421,F1421,,Yes,
"Age-related osteoporosis with current pathological fracture, right lower leg, subsequent encounter for fracture with delayed healing",M80061G,M80061G,,Yes,
"Blister (nonthermal) of unspecified back wall of thorax, sequela",S20429S,S20429S,,Yes,
"Pathological fracture in other disease, unspecified femur, subsequent encounter for fracture with delayed healing",M84653G,M84653G,,Yes,
"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion",S42333K,S42333K,,Yes,
"Other fracture of upper end of left tibia, initial encounter for closed fracture",S82192A,S82192A,,Yes,
"Brown-Sequard syndrome at C6 level of cervical spinal cord, initial encounter",S14146A,S14146A,,Yes,
"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable",G44059,G44059,,Yes,
"Other secondary osteonecrosis, right foot",M87374,M87374,,Yes,
"Open bite, left knee, initial encounter",S81052A,S81052A,,Yes,
"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture",S42445B,S42445B,,Yes,
Resistance to carbapenem,Z1613,Z1613,,Yes,
"Unspecified occupant of bus injured in collision with other nonmotor vehicle in traffic accident, initial encounter",V769XXA,V769XXA,,Yes,
Underachievement in school,Z553,Z553,,Yes,
"Pathological fracture in neoplastic disease, right tibia, initial encounter for fracture",M84561A,M84561A,,Yes,
"Flail joint, right wrist",M25231,M25231,,Yes,
"Venous engorgement, unspecified eye",H34829,H34829,,Yes,
"Moderate laceration of unspecified part of pancreas, sequela",S36259S,S36259S,,Yes,
Exfoliation due to erythematous condition involving 30-39 percent of body surface,L493,L493,,Yes,
"Abrasion of right middle finger, initial encounter",S60412A,S60412A,,Yes,
"Myocarditis, unspecified",I514,I514,,Yes,
"Nondisplaced transverse fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82226C,S82226C,,Yes,
Malignant neoplasm of sigmoid colon,C187,C187,,Yes,
"Brawny scleritis, right eye",H15021,H15021,,Yes,
"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",E133493,E133493,,Yes,
"Poisoning by analeptics and opioid receptor antagonists, undetermined, subsequent encounter",T507X4D,T507X4D,,Yes,
"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72431N,S72431N,,Yes,
"Unspecified fracture of upper end of unspecified radius, subsequent encounter for closed fracture with routine healing",S52109D,S52109D,,Yes,
"Arthropathies in other specified diseases classified elsewhere, left hip",M14852,M14852,,Yes,
"Mammographic heterogeneous density, bilateral breasts",R92333,R92333,,Yes,
12 weeks gestation of pregnancy,Z3A12,Z3A12,,Yes,
"Intentional self-harm by other larger firearm discharge, initial encounter",X738XXA,X738XXA,,Yes,
"Ghost vessels (corneal), bilateral",H16413,H16413,,Yes,
"Nondisplaced fracture of olecranon process without intraarticular extension of unspecified ulna, subsequent encounter for closed fracture with routine healing",S52026D,S52026D,,Yes,
"Kearns-Sayre syndrome, unspecified eye",H49819,H49819,,Yes,
"Dislocation of metacarpophalangeal joint of right ring finger, sequela",S63264S,S63264S,,Yes,
Unspecified lesions of oral mucosa,K1370,K1370,,Yes,
"Teacher or instructor, perpetrator of maltreatment and neglect",Y0753,Y0753,,Yes,
"Injury of digital nerve of right thumb, initial encounter",S6431XA,S6431XA,,Yes,
"Erosion of other prosthetic materials to surrounding organ or tissue, subsequent encounter",T83719D,T83719D,,Yes,
"Activity, volleyball (beach) (court)",Y9368,Y9368,,Yes,
"Displaced transverse fracture of shaft of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52321J,S52321J,,Yes,
"Nondisplaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",S72356H,S72356H,,Yes,
"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",S72366M,S72366M,,Yes,
"Underdosing of unspecified systemic anti-infectives and antiparasitics, subsequent encounter",T3796XD,T3796XD,,Yes,
"Vascular dementia, moderate, with agitation",F01B11,F01B11,,Yes,
"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for open fracture type I or II with nonunion",S72434M,S72434M,,Yes,
"Corrosion of first degree of back of unspecified hand, sequela",T23569S,T23569S,,Yes,
"Postdysenteric arthropathy, right ankle and foot",M02171,M02171,,Yes,
"Unstable burst fracture of T9-T10 vertebra, subsequent encounter for fracture with delayed healing",S22072G,S22072G,,Yes,
"Other specified injury of unspecified blood vessel at forearm level, left arm, initial encounter",S55992A,S55992A,,Yes,
"Insect bite (nonvenomous) of right front wall of thorax, sequela",S20361S,S20361S,,Yes,
"Rheumatism, unspecified",M790,M790,,Yes,
"Other streptococcal arthritis, unspecified hand",M00249,M00249,,Yes,
Juvenile general paresis,A5045,A5045,,Yes,
"Complication of unspecified artery following a procedure, not elsewhere classified, initial encounter",T81719A,T81719A,,Yes,
"Person on outside of three-wheeled motor vehicle injured in collision with other nonmotor vehicle in traffic accident, sequela",V367XXS,V367XXS,,Yes,
"Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82141N,S82141N,,Yes,
"Fracture of symphysis of mandible, subsequent encounter for fracture with routine healing",S0266XD,S0266XD,,Yes,
"Other specified disorders of synovium, right hip",M67851,M67851,,Yes,
"Other private fixed-wing aircraft crash injuring occupant, sequela",V9521XS,V9521XS,,Yes,
Encounter for antenatal screening for fetal growth retardation,Z364,Z364,,Yes,
"Nondisplaced fracture of anterior process of right calcaneus, initial encounter for closed fracture",S92024A,S92024A,,Yes,
"Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82224J,S82224J,,Yes,
"Puncture wound without foreign body of unspecified external genital organs, male, subsequent encounter",S31531D,S31531D,,Yes,
"Unspecified injury of muscle, fascia and tendon of the posterior muscle group at thigh level, unspecified thigh, sequela",S76309S,S76301S,,No,
"Poisoning by histamine H2-receptor blockers, undetermined, sequela",T470X4S,T470X4S,,Yes,
"Other superficial bite of vagina and vulva, sequela",S30874S,S30874S,,Yes,
"War operation involving other effects of nuclear weapons, civilian, initial encounter",Y36591A,Y36591A,,Yes,
"Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, other extremity",I70718,I70718,,Yes,
"Other fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion",S52392Q,S52392Q,,Yes,
"Nondisplaced fracture of neck of right radius, subsequent encounter for closed fracture with delayed healing",S52134G,S52134G,,Yes,
"Chronic inflammation of postmastoidectomy cavity, left ear",H95112,H95112,,Yes,
"Unspecified fracture of left forearm, subsequent encounter for closed fracture with malunion",S5292XP,S5292XP,,Yes,
"Lymphoid leukemia, unspecified, in remission",C9191,C9191,,Yes,
"Displaced oblique fracture of shaft of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing",S52333H,S52333H,,Yes,
"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing",S82043H,S82043H,,Yes,
Congenital stenosis and stricture of lacrimal duct,Q105,Q105,,Yes,
"Unspecified physeal fracture of upper end of right fibula, sequela",S89201S,S89201S,,Yes,
"Unspecified accident to commercial fixed-wing aircraft injuring occupant, subsequent encounter",V9530XD,V9530XD,,Yes,
"Person on outside of bus injured in collision with pedal cycle in traffic accident, sequela",V717XXS,V717XXS,,Yes,
"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with malunion",S72115P,S72115P,,Yes,
"Unspecified traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture",S12131B,S12131B,,Yes,
"Salter-Harris Type II physeal fracture of lower end of left femur, subsequent encounter for fracture with routine healing",S79122D,S79122D,,Yes,
"Major laceration of left vertebral artery, subsequent encounter",S15122D,S15122D,,Yes,
"Other physeal fracture of lower end of right tibia, subsequent encounter for fracture with malunion",S89191P,S89191P,,Yes,
"Unspecified occupant of dune buggy injured in nontraffic accident, subsequent encounter",V8693XD,V8693XD,,Yes,
"Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with delayed healing",S42209G,S42209G,,Yes,
"Maxillary fracture, unspecified side, initial encounter for closed fracture",S02401A,S02401A,,Yes,
"Open bite of unspecified hand, initial encounter",S61459A,S61459A,,Yes,
"Rosacea conjunctivitis, unspecified eye",H10829,H10829,,Yes,
"Other traumatic displaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with delayed healing",S12250G,S12250G,,Yes,
"Poisoning by other antacids and anti-gastric-secretion drugs, undetermined, sequela",T471X4S,T471X4S,,Yes,
Other pneumothorax,J9383,J9383,,Yes,
"Insect bite (nonvenomous) of unspecified elbow, sequela",S50369S,S50369S,,Yes,
"Burn of second degree of right foot, initial encounter",T25221A,T25221A,,Yes,
"Other specific arthropathies, not elsewhere classified, right knee",M12861,M12861,,Yes,
