Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Other contact with squirrel, initial encounter",W5329XA,W5329XA,,Yes,
"Unspecified injury of left pulmonary blood vessels, initial encounter",S25402A,S25402A,,Yes,
"Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72324C,S72324C,,Yes,
"Traumatic rupture of other ligament of left little finger at metacarpophalangeal and interphalangeal joint, subsequent encounter",S63497D,S63497D,,Yes,
Encounter for adjustment and management of cerebrospinal fluid drainage device,Z4541,Z4541,,Yes,
"Unspecified superficial injuries of middle front wall of thorax, subsequent encounter",S20304D,S20304D,,Yes,
"Child neglect or abandonment, suspected, initial encounter",T7602XA,T7602XA,,Yes,
"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,N12,,Yes,
Schistosomiasis due to Schistosoma japonicum,B652,B652,,Yes,
"Lesion of plantar nerve, right lower limb",G5761,G5761,,Yes,
"Cystic meniscus, unspecified lateral meniscus, left knee",M23001,M23001,,Yes,
Intracranial hypotension following other procedure,G9784,G9784,,Yes,
"Partial loss of teeth due to other specified cause, unspecified class",K08499,K08499,,Yes,
"Degenerative myopia with retinal detachment, right eye",H442C1,H442C1,,Yes,
"Other specified injuries of left lower leg, subsequent encounter",S8982XD,S8982XD,,Yes,
"Other rupture of muscle (nontraumatic), left ankle and foot",M62172,M62172,,Yes,
"Open bite of pharynx and cervical esophagus, sequela",S1125XS,S1125XS,,Yes,
"Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type I or II with malunion",S82136Q,S82136Q,,Yes,
"Bitten by mouse, sequela",W5301XS,W5301XS,,Yes,
"Vitreous prolapse, unspecified eye",H4300,H4300,,Yes,
Beach as the place of occurrence of the external cause,Y92832,Y92832,,Yes,
"Adverse effect of other opioids, initial encounter",T402X5A,T402X5A,,Yes,
"Injury of olfactory [1st ] nerve, left side, sequela",S04812S,S04812S,,Yes,
"Displaced oblique fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with nonunion",S52231M,S52231M,,Yes,
"Displaced trimalleolar fracture of right lower leg, subsequent encounter for closed fracture with nonunion",S82851K,S82851K,,Yes,
"Encounter for pregnancy test, result negative",Z3202,Z3202,,Yes,
"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",S06812D,S06812D,,Yes,
"Hepatomegaly with splenomegaly, not elsewhere classified",R162,R162,,Yes,
"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing",S72411E,S72411E,,Yes,
"Struck by ice hockey stick, initial encounter",W21210A,W21210A,,Yes,
"Nondisplaced spiral fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52345R,S52345N,,No,
"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",O30101,O30101,,Yes,
"Underdosing of phenothiazine antipsychotics and neuroleptics, initial encounter",T433X6A,T433X6A,,Yes,
"Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site, sequela",T2230XS,T2230XS,,Yes,
"Unspecified injury of flexor muscle, fascia and tendon of left thumb at forearm level, sequela",S56002S,S56002S,,Yes,
"Displaced fracture of neck of unspecified talus, subsequent encounter for fracture with delayed healing",S92113G,S92113G,,Yes,
"Accidental handgun discharge, sequela",W320XXS,W320XXS,,Yes,
"Striking against glass with subsequent fall, sequela",W1802XS,W1802XS,,Yes,
"Fibrous dysplasia (monostotic), other site",M8508,M8508,,Yes,
"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, sequela",S06334S,S06334S,,Yes,
Intestine transplant infection,T86852,T86852,,Yes,
"Nondisplaced comminuted fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82044F,S82044F,,Yes,
"Injury to barefoot water-skier, sequela",V944XXS,V944XXS,,Yes,
"Electric (assisted) bicycle driver injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",V2601XD,V2601XD,,Yes,
"Nondisplaced fracture of capitate [os magnum] bone, right wrist, subsequent encounter for fracture with nonunion",S62134K,S62134K,,Yes,
"Displaced avulsion fracture of unspecified ischium, sequela",S32613S,S32613S,,Yes,
"Other chorioretinal scars, left eye",H31092,H31092,,Yes,
"Adverse effect of unspecified anesthetic, initial encounter",T4145XA,T4145XA,,Yes,
Neoplasm of uncertain behavior of right renal pelvis,D4111,D4111,,Yes,
Hydrops fetalis not due to hemolytic disease,P832,P832,,Yes,
Calculus of gallbladder and bile duct with chronic cholecystitis without obstruction,K8064,K8064,,Yes,
"Nondisplaced fracture of head of left radius, subsequent encounter for closed fracture with malunion",S52125P,S52125P,,Yes,
"Pathological fracture, right fibula, subsequent encounter for fracture with nonunion",M84463K,M84463K,,Yes,
"Drug use complicating pregnancy, unspecified trimester",O99320,O99320,,Yes,
"Stable burst fracture of second lumbar vertebra, sequela",S32021S,S32021S,,Yes,
Hemoglobinuria,R823,R823,,Yes,
"Luxation of globe, left eye",H44822,H44822,,Yes,
"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C8175,C8175,,Yes,
"Person on outside of car injured in collision with pedestrian or animal in nontraffic accident, sequela",V402XXS,V402XXS,,Yes,
"Maternal care for malpresentation of fetus, unspecified, fetus 4",O329XX4,O329XX4,,Yes,
"Nondisplaced transverse fracture of left acetabulum, subsequent encounter for fracture with delayed healing",S32455G,S32455G,,Yes,
"Granulation of postmastoidectomy cavity, right ear",H95121,H95121,,Yes,
"Toxic effect of unspecified inorganic substance, undetermined, subsequent encounter",T5794XD,T5794XD,,Yes,
"Intervertebral annulus fibrosus defect, lumbar region, unspecified size",M51A0,M51A0,,Yes,
"Toxic effect of paints and dyes, not elsewhere classified, assault, sequela",T656X3S,T656X3S,,Yes,
"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 5",O365915,O365915,,Yes,
Non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed,L97912,L97912,,Yes,
Neoplasm of uncertain behavior of the minor salivary glands,D3704,D3704,,Yes,
"Burn of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter",T24099D,T24099D,,Yes,
"Age-related osteoporosis with current pathological fracture, right humerus, initial encounter for fracture",M80021A,M80021A,,Yes,
"Unspecified fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",S22019D,S22019D,,Yes,
"Unspecified fracture of head of right femur, sequela",S72051S,S72051S,,Yes,
"Unspecified fracture of the lower end of unspecified radius, subsequent encounter for closed fracture with malunion",S52509P,S52509P,,Yes,
"Merkel cell carcinoma of right lower eyelid, including canthus",C4A112,C4A112,,Yes,
Acquired absence of unspecified shoulder,Z89239,Z89239,,Yes,
"Pedestrian on other rolling-type pedestrian conveyance colliding with stationary object, sequela",V00182S,V00182S,,Yes,
"Epidural hemorrhage with loss of consciousness of 30 minutes or less, sequela",S064X1S,S064X1S,,Yes,
Benign neoplasm of right renal pelvis,D3011,D3011,,Yes,
"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72364N,S72364N,,Yes,
"Corrosion of second degree of unspecified site of right lower limb, except ankle and foot, sequela",T24601S,T24601S,,Yes,
"Maternal care for (suspected) central nervous system malformation or damage in fetus, choroid plexus cysts, not applicable or unspecified",O3503X0,O3503X0,,Yes,
"Severely displaced Zone I fracture of sacrum, subsequent encounter for fracture with routine healing",S32112D,S32112D,,Yes,
"Premature separation of placenta with other coagulation defect, unspecified trimester",O45099,O45099,,Yes,
"Osteochondritis dissecans, unspecified shoulder",M93219,M93219,,Yes,
"Other hypertrophic osteoarthropathy, right ankle and foot",M89471,M89471,,Yes,
"Salter-Harris Type IV physeal fracture of upper end of right tibia, subsequent encounter for fracture with nonunion",S89041K,S89041K,,Yes,
"Traumatic subarachnoid hemorrhage with loss of consciousness status unknown, subsequent encounter",S066XAD,S066XAD,,Yes,
"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture",S72145A,S72145A,,Yes,
"Injury of other nerves at lower leg level, unspecified leg, subsequent encounter",S84809D,S84809D,,Yes,
"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for closed fracture",S72451A,S72451A,,Yes,
"Displaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type I or II with routine healing",S82132E,S82132E,,Yes,
Congenital scoliosis due to congenital bony malformation,Q763,Q763,,Yes,
"Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing",S82199E,S82199E,,Yes,
"Severe pre-eclampsia, complicating the puerperium",O1415,O1415,,Yes,
"Toxic effect of unspecified substance, undetermined, sequela",T6594XS,T6594XS,,Yes,
"Poisoning by other psychostimulants, intentional self-harm, sequela",T43692S,T43692S,,Yes,
"Laceration of axillary or brachial vein, left side, subsequent encounter",S45212D,S45212D,,Yes,
"Nail entering through skin, initial encounter",W450XXA,W450XXA,,Yes,
Atherosclerosis of nonautologous biological bypass graft(s) of other extremity with ulceration,I7055,I7055,,Yes,
"Other rupture of muscle (nontraumatic), unspecified upper arm",M62129,M62129,,Yes,
"Velamentous insertion of umbilical cord, first trimester",O43121,O43121,,Yes,
"Salter-Harris Type IV physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with routine healing",S49149D,S49149D,,Yes,
"Other non-ABO incompatibility reaction due to transfusion of blood or blood products, sequela",T80A9XS,T80A9XS,,Yes,
"Unspecified fracture of shaft of right ulna, initial encounter for closed fracture",S52201A,S52201A,,Yes,
"Passenger of special construction vehicle injured in nontraffic accident, sequela",V856XXS,V856XXS,,Yes,
"Recurrent dislocation, right ankle",M24471,M24471,,Yes,
"Unspecified injury of unspecified tibial artery, right leg, subsequent encounter",S85101D,S85101D,,Yes,
"Corrosion of unspecified degree of left palm, initial encounter",T23452A,T23452A,,Yes,
"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for closed fracture with routine healing",S72433D,S72433D,,Yes,
"Passenger on bus injured in collision with other motor vehicles in nontraffic accident, subsequent encounter",V7919XD,V7919XD,,Yes,
"Fracture of base of skull, unspecified side, subsequent encounter for fracture with nonunion",S02109K,S02109K,,Yes,
"Poisoning by unspecified general anesthetics, intentional self-harm, initial encounter",T41202A,T41202A,,Yes,
Unspecified place in prison as the place of occurrence of the external cause,Y92149,Y92149,,Yes,
"Aneurysmal bone cyst, unspecified hand",M85549,M85549,,Yes,
"Dislocation of interphalangeal joint of left lesser toe(s), subsequent encounter",S93115D,S93115D,,Yes,
Underweight,R636,R636,,Yes,
"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], accidental (unintentional), initial encounter",T39391A,T39391A,,Yes,
Systemic mastocytosis,D4702,D4702,,Yes,
"Displaced avulsion fracture of unspecified ilium, initial encounter for open fracture",S32313B,S32313B,,Yes,
"Corrosion of left eyelid and periocular area, subsequent encounter",T2652XD,T2652XD,,Yes,
Neoplasm of uncertain behavior of unspecified ureter,D4120,D4120,,Yes,
"Presbycusis, right ear",H9111,H9111,,Yes,
"Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72343C,S72343C,,Yes,
"Other burn on board unspecified watercraft, initial encounter",V9319XA,V9319XA,,Yes,
"Lesion of ulnar nerve, left upper limb",G5622,G5622,,Yes,
"Unspecified superficial injuries of middle front wall of thorax, sequela",S20304S,S20304S,,Yes,
"Term delivery with preterm labor, unspecified trimester, other fetus",O6020X9,O6020X9,,Yes,
"Other open wound of other specified part of neck, initial encounter",S1189XA,S1189XA,,Yes,
"Strain of intrinsic muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",S66519S,S66519S,,Yes,
"Salter-Harris Type III physeal fracture of upper end of left tibia, sequela",S89032S,S89032S,,Yes,
"Unintended awareness under general anesthesia during procedure, subsequent encounter",T8853XD,T8853XD,,Yes,
"Laceration with foreign body of right middle finger with damage to nail, sequela",S61322S,S61322S,,Yes,
"Blister (nonthermal) of scrotum and testes, subsequent encounter",S30823D,S30823D,,Yes,
"Gluteal tendinitis, unspecified hip",M7600,M7600,,Yes,
"Salter-Harris Type II physeal fracture of lower end of radius, right arm, subsequent encounter for fracture with delayed healing",S59221G,S59221G,,Yes,
"Other subluxation of left ulnohumeral joint, sequela",S53192S,S53192S,,Yes,
"Contusion of middle front wall of thorax, initial encounter",S20214A,S20214A,,Yes,
"Other secondary osteonecrosis, unspecified foot",M87376,M87376,,Yes,
"Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for closed fracture with delayed healing",S82156G,S82156G,,Yes,
"Displaced fracture of distal phalanx of unspecified thumb, initial encounter for open fracture",S62523B,S62523B,,Yes,
"Nondisplaced fracture of left radial styloid process, subsequent encounter for closed fracture with routine healing",S52515D,S52515D,,Yes,
"Other rupture of muscle (nontraumatic), left ankle and foot",M62172,M62172,,Yes,
"Button battery entering into or through a natural orifice, sequela",W44A1XS,W44A1XS,,Yes,
"Anterior spinal artery compression syndromes, thoracolumbar region",M47015,M47015,,Yes,
"Acquired stenosis of external ear canal, unspecified, bilateral",H61303,H61303,,Yes,
"Shoulder lesion, unspecified, left shoulder",M7592,M7592,,Yes,
"Unspecified subluxation of unspecified hip, initial encounter",S73003A,S73003A,,Yes,
"Displaced fracture of triquetrum [cuneiform] bone, unspecified wrist, subsequent encounter for fracture with routine healing",S62113D,S62113D,,Yes,
"Nondisplaced fracture of olecranon process with intraarticular extension of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52034C,S52034C,,Yes,
"Displaced fracture of olecranon process without intraarticular extension of unspecified ulna, sequela",S52023S,S52023S,,Yes,
"Nondisplaced fracture of unspecified tibial spine, subsequent encounter for open fracture type I or II with routine healing",S82116E,S82116E,,Yes,
Dependent relative needing care at home,Z636,Z636,,Yes,
"Unspecified displaced fracture of first cervical vertebra, subsequent encounter for fracture with nonunion",S12000K,S12000K,,Yes,
"Drug-induced chronic gout, unspecified site, without tophus (tophi)",M1A20X0,M1A20X0,,Yes,
"Asphyxiation due to smothering under another person's body (in bed), accidental, initial encounter",T71141A,T71141A,,Yes,
Other bacterial infections of unspecified site,A498,A498,,Yes,
"Maternal care for other specified fetal problems, third trimester, fetus 2",O368932,O368932,,Yes,
"Lateral dislocation of proximal end of tibia, left knee, subsequent encounter",S83145D,S83145D,,Yes,
"Infection and inflammatory reaction due to internal fixation device of right tibia, subsequent encounter",T84622D,T84622D,,Yes,
"Contusion of vagina and vulva, subsequent encounter",S3023XD,S3023XD,,Yes,
Eumycetoma,B470,B470,,Yes,
"Obstructed labor due to malposition and malpresentation, unspecified, fetus 5",O649XX5,O649XX5,,Yes,
Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,C9150,C9150,,Yes,
"Anterior subluxation of unspecified ulnohumeral joint, initial encounter",S53113A,S53113A,,Yes,
"Person boarding or alighting a car injured in collision with pedal cycle, initial encounter",V414XXA,V414XXA,,Yes,
"Other injury of ureter, initial encounter",S3719XA,S3719XA,,Yes,
Left sided colitis with other complication,K51518,K51518,,Yes,
"Displaced fracture of middle phalanx of unspecified finger, subsequent encounter for fracture with delayed healing",S62629G,S62629G,,Yes,
"Nondisplaced segmental fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing",S82264D,S82264D,,Yes,
"Unspecified car occupant injured in collision with pedestrian or animal in traffic accident, initial encounter",V409XXA,V409XXA,,Yes,
"Occupant of streetcar injured in collision with or hit by rolling stock, initial encounter",V822XXA,V822XXA,,Yes,
Other abnormality of red blood cells,R718,R718,,Yes,
"Person boarding or alighting a car injured in collision with sport utility vehicle, sequela",V4341XS,V4341XS,,Yes,
"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",T46992A,T46992A,,Yes,
Reversible cerebrovascular vasoconstriction syndrome,I67841,I67841,,Yes,
"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",S72116A,S72116A,,Yes,
"Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing",S52233E,S52233E,,Yes,
"Puncture wound without foreign body of unspecified cheek and temporomandibular area, initial encounter",S01439A,S01439A,,Yes,
"Chronic embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral",I825Y3,I825Y3,,Yes,
"Corrosion of first degree of buttock, initial encounter",T2155XA,T2155XA,,Yes,
"Contusion of right little finger with damage to nail, initial encounter",S60151A,S60151A,,Yes,
"Activity, underwater diving and snorkeling",Y9315,Y9315,,Yes,
"Type III traumatic spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with nonunion",S1224XK,S1224XK,,Yes,
Borderline leprosy,A303,A303,,Yes,
"Superficial endometriosis of ovary, unspecified ovary",N80119,N80119,,Yes,
"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture",S72126A,S72126A,,Yes,
"Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum, sequela",S31020S,S31020S,,Yes,
"Nondisplaced fracture of medial condyle of unspecified humerus, subsequent encounter for fracture with routine healing",S42466D,S42466D,,Yes,
"Unspecified dislocation of left patella, initial encounter",S83005A,S83005A,,Yes,
"Puncture wound with foreign body of unspecified wrist, sequela",S61549S,S61549S,,Yes,
"Laceration of right Achilles tendon, sequela",S86021S,S86021S,,Yes,
"Complete traumatic amputation of left lower leg, level unspecified, subsequent encounter",S88912D,S88912D,,Yes,
"Other disorders of bone development and growth, left shoulder",M89212,M89212,,Yes,
"Injury of trigeminal nerve, right side, subsequent encounter",S0431XD,S0431XD,,Yes,
"Unspecified injury of right external jugular vein, initial encounter",S15201A,S15201A,,Yes,
"Displaced fracture of middle phalanx of right ring finger, initial encounter for open fracture",S62624B,S62624B,,Yes,
Non-pressure chronic ulcer of unspecified part of left lower leg with other specified severity,L97928,L97928,,Yes,
Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity,I82409,I82409,,Yes,
"Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with delayed healing",S42253G,S42253G,,Yes,
"Strain of right Achilles tendon, subsequent encounter",S86011D,S86011D,,Yes,
"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 5",O3123X5,O3123X5,,Yes,
"Crushing injury of unspecified ankle, initial encounter",S9700XA,S9700XA,,Yes,
"Congenital absence, atresia and stenosis of jejunum",Q411,Q411,,Yes,
"Corrosion of second degree of right forearm, initial encounter",T22611A,T22611A,,Yes,
"Periprosthetic osteolysis of internal prosthetic left knee joint, subsequent encounter",T84053D,T84053D,,Yes,
Acquired atrophy of left fallopian tube,N83322,N83322,,Yes,
"Other fracture of third metacarpal bone, left hand, subsequent encounter for fracture with delayed healing",S62393G,S62393G,,Yes,
"Ulnohumeral (joint) sprain of right elbow, subsequent encounter",S53421D,S53421D,,Yes,
"Other fracture of unspecified patella, subsequent encounter for closed fracture with routine healing",S82099D,S82099D,,Yes,
"Salter-Harris Type I physeal fracture of left metatarsal, initial encounter for open fracture",S99112B,S99112B,,Yes,
"Nondisplaced fracture of trapezoid [smaller multangular], left wrist, initial encounter for closed fracture",S62185A,S62185A,,Yes,
"Minor laceration of thoracic aorta, initial encounter",S2501XA,S2501XA,,Yes,
"Posterior subluxation of unspecified humerus, sequela",S43023S,S43023S,,Yes,
"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, subsequent encounter",S06380D,S06380D,,Yes,
Accidental puncture and laceration of a genitourinary system organ or structure during a genitourinary system procedure,N9971,N9971,,Yes,
"Nondisplaced spiral fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72344N,S72344N,,Yes,
"Displaced fracture of proximal phalanx of unspecified lesser toe(s), initial encounter for open fracture",S92513B,S92513B,,Yes,
"Dislocation of distal end of right ulna, sequela",S63074S,S63074S,,Yes,
"Endometriosis of the left pelvic sidewall, unspecified depth",N80352,N80352,,Yes,
"Webbed toes, right foot",Q7031,Q7031,,Yes,
"Displaced dome fracture of unspecified talus, subsequent encounter for fracture with routine healing",S92143D,S92143D,,Yes,
Acute bronchitis due to respiratory syncytial virus,J205,J205,,Yes,
Rapidly progressive nephritic syndrome with dense deposit disease,N016,N016,,Yes,
"Adverse effect of other antihypertensive drugs, subsequent encounter",T465X5D,T465X5D,,Yes,
"Unspecified fracture of left forearm, subsequent encounter for open fracture type I or II with routine healing",S5292XE,S5292XE,,Yes,
"Disorder of fatty-acid metabolism, unspecified",E7130,E7130,,Yes,
Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of foot,I70645,I70645,,Yes,
"Superficial frostbite of nose, initial encounter",T3302XA,T3302XA,,Yes,
"Displacement of internal fixation device of bone of left lower leg, initial encounter",T84127A,T84127A,,Yes,
"Infection of amniotic sac and membranes, unspecified, third trimester, other fetus",O411039,O411039,,Yes,
"Trigger thumb, right thumb",M65311,M65311,,Yes,
"Unspecified injury of extensor muscle, fascia and tendon of unspecified thumb at wrist and hand level, sequela",S66209S,S66209S,,Yes,
"Concussion and edema of cervical spinal cord, initial encounter",S140XXA,S140XXA,,Yes,
"Fracture of nasal bones, sequela",S022XXS,S022XXS,,Yes,
"Unspecified injury of ovary, bilateral, subsequent encounter",S37402D,S37402D,,Yes,
Congenital vesico-uretero-renal reflux,Q627,Q627,,Yes,
Immunodeficiency with increased immunoglobulin M [IgM],D805,D805,,Yes,
"Melanoma in situ of left upper eyelid, including canthus",D03121,D03121,,Yes,
"Pathological fracture, unspecified ankle, initial encounter for fracture",M84473A,M84473A,,Yes,
Unspecified disorder of adult personality and behavior,F69,F69,,Yes,
"Other mechanical complication of internal right hip prosthesis, subsequent encounter",T84090D,T84090D,,Yes,
Squamous cell carcinoma of skin of lip,C4402,C4402,,Yes,
"Driver of pick-up truck or van injured in collision with other motor vehicles in nontraffic accident, sequela",V5909XS,V5909XS,,Yes,
"Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter",V04031D,V04031D,,Yes,
"Toxic effect of coral snake venom, accidental (unintentional), initial encounter",T63021A,T63021A,,Yes,
"Unspecified injury of other part of small intestine, subsequent encounter",S36408D,S36408D,,Yes,
"Unspecified car occupant injured in collision with railway train or railway vehicle in nontraffic accident, sequela",V453XXS,V453XXS,,Yes,
"Underdosing of selective serotonin and norepinephrine reuptake inhibitors, initial encounter",T43216A,T43216A,,Yes,
"Parental sibling, perpetrator of maltreatment and neglect",Y0747,Y0747,,Yes,
"Laceration of unspecified renal vein, subsequent encounter",S35416D,S35416D,,Yes,
"Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract, initial encounter",T8369XA,T8369XA,,Yes,
"Toxic effect of beryllium and its compounds, undetermined, subsequent encounter",T567X4D,T567X4D,,Yes,
"Pressure ulcer of unspecified hip, unstageable",L89200,L89200,,Yes,
"Burn of third degree of multiple sites of unspecified ankle and foot, initial encounter",T25399A,T25399A,,Yes,
"Poisoning by local astringents and local detergents, accidental (unintentional), initial encounter",T492X1A,T492X1A,,Yes,
Hordeolum externum left upper eyelid,H00014,H00014,,Yes,
"Poisoning by pertussis vaccine, including combinations with a pertussis component, accidental (unintentional), sequela",T50A11S,T50A11S,,Yes,
Corrosions involving 70-79% of body surface with 40-49% third degree corrosion,T3274,T3274,,Yes,
"Unspecified sprain of unspecified foot, subsequent encounter",S93609D,S93609D,,Yes,
"Ophthalmoplegic migraine, not intractable",G43B0,G43B0,,Yes,
Other hereditary cerebrovascular disease,I67858,I67858,,Yes,
"Laceration of brachial artery, left side, sequela",S45112S,S45112S,,Yes,
"Displaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",S72443E,S72443E,,Yes,
"Subluxation of proximal interphalangeal joint of other finger, subsequent encounter",S63238D,S63238D,,Yes,
Maternal exhaustion complicating labor and delivery,O7581,O7581,,Yes,
Unspecified misadventure during surgical and medical care,Y69,Y69,,Yes,
"Laceration of extensor or abductor muscles, fascia and tendons of right thumb at forearm level, sequela",S56321S,S56321S,,Yes,
"Insect bite (nonvenomous) of left wrist, subsequent encounter",S60862D,S60862D,,Yes,
"Effects of weightlessness, initial encounter",T7582XA,T7582XA,,Yes,
"Salter-Harris Type III physeal fracture of lower end of humerus, unspecified arm, sequela",S49139S,S49139S,,Yes,
Cellulitis of umbilicus,L03316,L03316,,Yes,
Malignant neoplasm of parametrium,C573,C573,,Yes,
Mucocutaneous leishmaniasis,B552,B552,,Yes,
"Complex tear of medial meniscus, current injury, left knee, sequela",S83232S,S83232S,,Yes,
Other infection carrier state complicating childbirth,O99834,O99834,,Yes,
Encounter for examination and observation following alleged child rape,Z0442,Z0442,,Yes,
"Poisoning by methylphenidate, assault, sequela",T43633S,T43633S,,Yes,
"Poisoning by 4-Aminophenol derivatives, undetermined, initial encounter",T391X4A,T391X4A,,Yes,
Other irregular eye movements,H5589,H5589,,Yes,
"Bone donor, unspecified",Z5220,Z5220,,Yes,
"Impacted cerumen, bilateral",H6123,H6123,,Yes,
"Chorioamnionitis, third trimester, other fetus",O411239,O411239,,Yes,
"Displaced fracture of shaft of fifth metacarpal bone, left hand, subsequent encounter for fracture with nonunion",S62327K,S62327K,,Yes,
"Unspecified physeal fracture of lower end of radius, left arm, subsequent encounter for fracture with nonunion",S59202K,S59202K,,Yes,
Aftercare following surgery for neoplasm,Z483,Z483,,Yes,
"Partial traumatic metacarpophalangeal amputation of unspecified finger, subsequent encounter",S68129D,S68129D,,Yes,
"Epilepsy, unspecified, not intractable, with status epilepticus",G40901,G40901,,Yes,
"Drowning and submersion while in swimming pool, undetermined intent, subsequent encounter",Y212XXD,Y212XXD,,Yes,
"Other injury of extensor muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter",S66392D,S66392D,,Yes,
"Interstitial myositis, left thigh",M60152,M60152,,Yes,
"Stress fracture, other site, subsequent encounter for fracture with delayed healing",M8438XG,M8438XG,,Yes,
"Poisoning by macrolides, accidental (unintentional), subsequent encounter",T363X1D,T363X1D,,Yes,
"Unspecified injury of ovary, unspecified, sequela",S37409S,S37402S,,No,
"Infection and inflammatory reaction due to internal fixation device of left radius, sequela",T84613S,T84613S,,Yes,
"Unspecified fracture of lower end of left tibia, initial encounter for open fracture type I or II",S82302B,S82302B,,Yes,
"Underdosing of other psychotropic drugs, initial encounter",T438X6A,T438X6A,,Yes,
"Other mechanical complication of coronary artery bypass graft, sequela",T82218S,T82218S,,Yes,
"Injury of radial nerve at forearm level, unspecified arm, subsequent encounter",S5420XD,S5420XD,,Yes,
Acquired absence of left hand,Z89112,Z89112,,Yes,
"Strain of muscle, fascia and tendon of triceps, unspecified arm, sequela",S46319S,S46319S,,Yes,
"2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing",S42221G,S42221G,,Yes,
Carcinoma in situ of buccal mucosa,D0002,D0002,,Yes,
"Interstitial myositis, right lower leg",M60161,M60161,,Yes,
"Electric (assisted) bicycle passenger injured in collision with unspecified motor vehicles in traffic accident, initial encounter",V29501A,V29501A,,Yes,
Encounter for fitting and adjustment of orthodontic device,Z464,Z464,,Yes,
"Driver of special industrial vehicle injured in traffic accident, initial encounter",V830XXA,V830XXA,,Yes,
"Fall on or from other playground equipment, initial encounter",W098XXA,W098XXA,,Yes,
"Electric (assisted) bicycle (driver) (passenger) injured in unspecified nontraffic accident, initial encounter",V2931XA,V2931XA,,Yes,
"Accidental discharge of paintball gun, sequela",W34011S,W34011S,,Yes,
"Nondisplaced fracture of body of left talus, initial encounter for open fracture",S92125B,S92125B,,Yes,
"Unspecified injury of flexor muscle, fascia and tendon of right index finger at forearm level, sequela",S56101S,S56101S,,Yes,
"Nondisplaced fracture of middle phalanx of unspecified finger, initial encounter for closed fracture",S62659A,S62659A,,Yes,
