Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
Flat anterior chamber hypotony of right eye,H44411,H44411,,Yes,
Flat anterior chamber hypotony of left eye,H44412,H44412,,Yes,
"Flat anterior chamber hypotony of eye, bilateral",H44413,H44413,,Yes,
Flat anterior chamber hypotony of unspecified eye,H44419,H44419,,Yes,
Hypotony of right eye due to ocular fistula,H44421,H44421,,Yes,
Hypotony of left eye due to ocular fistula,H44422,H44422,,Yes,
"Hypotony of eye due to ocular fistula, bilateral",H44423,H44423,,Yes,
Hypotony of unspecified eye due to ocular fistula,H44429,H44429,,Yes,
"Hypotony of eye due to other ocular disorders, right eye",H44431,H44431,,Yes,
"Hypotony of eye due to other ocular disorders, left eye",H44432,H44432,,Yes,
"Hypotony of eye due to other ocular disorders, bilateral",H44433,H44433,,Yes,
"Hypotony of eye due to other ocular disorders, unspecified eye",H44439,H44439,,Yes,
Primary hypotony of right eye,H44441,H44441,,Yes,
Primary hypotony of left eye,H44442,H44442,,Yes,
"Primary hypotony of eye, bilateral",H44443,H44443,,Yes,
Primary hypotony of unspecified eye,H44449,H44449,,Yes,
Unspecified degenerated conditions of globe,H4450,H4450,,Yes,
"Absolute glaucoma, right eye",H44511,H44511,,Yes,
"Absolute glaucoma, left eye",H44512,H44512,,Yes,
"Absolute glaucoma, bilateral",H44513,H44513,,Yes,
"Absolute glaucoma, unspecified eye",H44519,H44519,,Yes,
"Atrophy of globe, right eye",H44521,H44521,,Yes,
"Atrophy of globe, left eye",H44522,H44522,,Yes,
"Atrophy of globe, bilateral",H44523,H44523,,Yes,
"Atrophy of globe, unspecified eye",H44529,H44529,,Yes,
"Leucocoria, right eye",H44531,H44531,,Yes,
"Leucocoria, left eye",H44532,H44532,,Yes,
"Leucocoria, bilateral",H44533,H44533,,Yes,
"Leucocoria, unspecified eye",H44539,H44539,,Yes,
"Unspecified retained (old) intraocular foreign body, magnetic, right eye",H44601,H44601,,Yes,
"Unspecified retained (old) intraocular foreign body, magnetic, left eye",H44602,H44602,,Yes,
"Unspecified retained (old) intraocular foreign body, magnetic, bilateral",H44603,H44603,,Yes,
"Unspecified retained (old) intraocular foreign body, magnetic, unspecified eye",H44609,H44609,,Yes,
"Retained (old) magnetic foreign body in anterior chamber, right eye",H44611,H44611,,Yes,
"Retained (old) magnetic foreign body in anterior chamber, left eye",H44612,H44612,,Yes,
"Retained (old) magnetic foreign body in anterior chamber, bilateral",H44613,H44613,,Yes,
"Retained (old) magnetic foreign body in anterior chamber, unspecified eye",H44619,H44619,,Yes,
"Retained (old) magnetic foreign body in iris or ciliary body, right eye",H44621,H44621,,Yes,
"Retained (old) magnetic foreign body in iris or ciliary body, left eye",H44622,H44622,,Yes,
"Retained (old) magnetic foreign body in iris or ciliary body, bilateral",H44623,H44623,,Yes,
"Retained (old) magnetic foreign body in iris or ciliary body, unspecified eye",H44629,H44629,,Yes,
"Retained (old) magnetic foreign body in lens, right eye",H44631,H44631,,Yes,
"Retained (old) magnetic foreign body in lens, left eye",H44632,H44632,,Yes,
"Retained (old) magnetic foreign body in lens, bilateral",H44633,H44633,,Yes,
"Retained (old) magnetic foreign body in lens, unspecified eye",H44639,H44639,,Yes,
"Retained (old) magnetic foreign body in posterior wall of globe, right eye",H44641,H44641,,Yes,
"Retained (old) magnetic foreign body in posterior wall of globe, left eye",H44642,H44642,,Yes,
"Retained (old) magnetic foreign body in posterior wall of globe, bilateral",H44643,H44643,,Yes,
"Retained (old) magnetic foreign body in posterior wall of globe, unspecified eye",H44649,H44649,,Yes,
"Retained (old) magnetic foreign body in vitreous body, right eye",H44651,H44651,,Yes,
"Retained (old) magnetic foreign body in vitreous body, left eye",H44652,H44652,,Yes,
"Retained (old) magnetic foreign body in vitreous body, bilateral",H44653,H44653,,Yes,
"Retained (old) magnetic foreign body in vitreous body, unspecified eye",H44659,H44659,,Yes,
"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, right eye",H44691,H44691,,Yes,
"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, left eye",H44692,H44692,,Yes,
"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, bilateral",H44693,H44693,,Yes,
"Retained (old) intraocular foreign body, magnetic, in other or multiple sites, unspecified eye",H44699,H44699,,Yes,
"Unspecified retained (old) intraocular foreign body, nonmagnetic, right eye",H44701,H44701,,Yes,
"Unspecified retained (old) intraocular foreign body, nonmagnetic, left eye",H44702,H44702,,Yes,
"Unspecified retained (old) intraocular foreign body, nonmagnetic, bilateral",H44703,H44703,,Yes,
"Unspecified retained (old) intraocular foreign body, nonmagnetic, unspecified eye",H44709,H44709,,Yes,
"Retained (nonmagnetic) (old) foreign body in anterior chamber, right eye",H44711,H44711,,Yes,
"Retained (nonmagnetic) (old) foreign body in anterior chamber, left eye",H44712,H44712,,Yes,
"Retained (nonmagnetic) (old) foreign body in anterior chamber, bilateral",H44713,H44713,,Yes,
"Retained (nonmagnetic) (old) foreign body in anterior chamber, unspecified eye",H44719,H44719,,Yes,
"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, right eye",H44721,H44721,,Yes,
"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, left eye",H44722,H44722,,Yes,
"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, bilateral",H44723,H44723,,Yes,
"Retained (nonmagnetic) (old) foreign body in iris or ciliary body, unspecified eye",H44729,H44729,,Yes,
"Retained (nonmagnetic) (old) foreign body in lens, right eye",H44731,H44731,,Yes,
"Retained (nonmagnetic) (old) foreign body in lens, left eye",H44732,H44732,,Yes,
"Retained (nonmagnetic) (old) foreign body in lens, bilateral",H44733,H44733,,Yes,
"Retained (nonmagnetic) (old) foreign body in lens, unspecified eye",H44739,H44739,,Yes,
"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, right eye",H44741,H44741,,Yes,
"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, left eye",H44742,H44742,,Yes,
"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, bilateral",H44743,H44743,,Yes,
"Retained (nonmagnetic) (old) foreign body in posterior wall of globe, unspecified eye",H44749,H44749,,Yes,
"Retained (nonmagnetic) (old) foreign body in vitreous body, right eye",H44751,H44751,,Yes,
"Retained (nonmagnetic) (old) foreign body in vitreous body, left eye",H44752,H44752,,Yes,
"Retained (nonmagnetic) (old) foreign body in vitreous body, bilateral",H44753,H44753,,Yes,
"Retained (nonmagnetic) (old) foreign body in vitreous body, unspecified eye",H44759,H44759,,Yes,
"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, right eye",H44791,H44791,,Yes,
"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, left eye",H44792,H44792,,Yes,
"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, bilateral",H44793,H44793,,Yes,
"Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, unspecified eye",H44799,H44799,,Yes,
"Hemophthalmos, right eye",H44811,H44811,,Yes,
"Hemophthalmos, left eye",H44812,H44812,,Yes,
"Hemophthalmos, bilateral",H44813,H44813,,Yes,
"Hemophthalmos, unspecified eye",H44819,H44819,,Yes,
"Luxation of globe, right eye",H44821,H44821,,Yes,
"Luxation of globe, left eye",H44822,H44822,,Yes,
"Luxation of globe, bilateral",H44823,H44823,,Yes,
"Luxation of globe, unspecified eye",H44829,H44829,,Yes,
Other disorders of globe,H4489,H4489,,Yes,
Unspecified disorder of globe,H449,H449,,Yes,
"Optic papillitis, unspecified eye",H4600,H4600,,Yes,
"Optic papillitis, right eye",H4601,H4601,,Yes,
"Optic papillitis, left eye",H4602,H4602,,Yes,
"Optic papillitis, bilateral",H4603,H4603,,Yes,
"Retrobulbar neuritis, unspecified eye",H4610,H4610,,Yes,
"Retrobulbar neuritis, right eye",H4611,H4611,,Yes,
"Retrobulbar neuritis, left eye",H4612,H4612,,Yes,
"Retrobulbar neuritis, bilateral",H4613,H4613,,Yes,
Nutritional optic neuropathy,H462,H462,,Yes,
Toxic optic neuropathy,H463,H463,,Yes,
Other optic neuritis,H468,H468,,Yes,
Unspecified optic neuritis,H469,H469,,Yes,
"Ischemic optic neuropathy, right eye",H47011,H47011,,Yes,
"Ischemic optic neuropathy, left eye",H47012,H47012,,Yes,
"Ischemic optic neuropathy, bilateral",H47013,H47013,,Yes,
"Ischemic optic neuropathy, unspecified eye",H47019,H47019,,Yes,
"Hemorrhage in optic nerve sheath, right eye",H47021,H47021,,Yes,
"Hemorrhage in optic nerve sheath, left eye",H47022,H47022,,Yes,
"Hemorrhage in optic nerve sheath, bilateral",H47023,H47023,,Yes,
"Hemorrhage in optic nerve sheath, unspecified eye",H47029,H47029,,Yes,
"Optic nerve hypoplasia, right eye",H47031,H47031,,Yes,
"Optic nerve hypoplasia, left eye",H47032,H47032,,Yes,
"Optic nerve hypoplasia, bilateral",H47033,H47033,,Yes,
"Optic nerve hypoplasia, unspecified eye",H47039,H47039,,Yes,
"Other disorders of optic nerve, not elsewhere classified, right eye",H47091,H47091,,Yes,
"Other disorders of optic nerve, not elsewhere classified, left eye",H47092,H47092,,Yes,
"Other disorders of optic nerve, not elsewhere classified, bilateral",H47093,H47093,,Yes,
"Other disorders of optic nerve, not elsewhere classified, unspecified eye",H47099,H47099,,Yes,
Unspecified papilledema,H4710,H4710,,Yes,
Papilledema associated with increased intracranial pressure,H4711,H4711,,Yes,
Papilledema associated with decreased ocular pressure,H4712,H4712,,Yes,
Papilledema associated with retinal disorder,H4713,H4713,,Yes,
"Foster-Kennedy syndrome, right eye",H47141,H47141,,Yes,
"Foster-Kennedy syndrome, left eye",H47142,H47142,,Yes,
"Foster-Kennedy syndrome, bilateral",H47143,H47143,,Yes,
"Foster-Kennedy syndrome, unspecified eye",H47149,H47149,,Yes,
Unspecified optic atrophy,H4720,H4720,,Yes,
"Primary optic atrophy, right eye",H47211,H47211,,Yes,
"Primary optic atrophy, left eye",H47212,H47212,,Yes,
"Primary optic atrophy, bilateral",H47213,H47213,,Yes,
"Primary optic atrophy, unspecified eye",H47219,H47219,,Yes,
Hereditary optic atrophy,H4722,H4722,,Yes,
"Glaucomatous optic atrophy, right eye",H47231,H47231,,Yes,
"Glaucomatous optic atrophy, left eye",H47232,H47232,,Yes,
"Glaucomatous optic atrophy, bilateral",H47233,H47233,,Yes,
"Glaucomatous optic atrophy, unspecified eye",H47239,H47239,,Yes,
"Other optic atrophy, right eye",H47291,H47291,,Yes,
"Other optic atrophy, left eye",H47292,H47292,,Yes,
"Other optic atrophy, bilateral",H47293,H47293,,Yes,
"Other optic atrophy, unspecified eye",H47299,H47299,,Yes,
"Coloboma of optic disc, right eye",H47311,H47311,,Yes,
"Coloboma of optic disc, left eye",H47312,H47312,,Yes,
"Coloboma of optic disc, bilateral",H47313,H47313,,Yes,
"Coloboma of optic disc, unspecified eye",H47319,H47319,,Yes,
"Drusen of optic disc, right eye",H47321,H47321,,Yes,
"Drusen of optic disc, left eye",H47322,H47322,,Yes,
"Drusen of optic disc, bilateral",H47323,H47323,,Yes,
"Drusen of optic disc, unspecified eye",H47329,H47329,,Yes,
"Pseudopapilledema of optic disc, right eye",H47331,H47331,,Yes,
"Pseudopapilledema of optic disc, left eye",H47332,H47332,,Yes,
"Pseudopapilledema of optic disc, bilateral",H47333,H47333,,Yes,
"Pseudopapilledema of optic disc, unspecified eye",H47339,H47339,,Yes,
"Other disorders of optic disc, right eye",H47391,H47391,,Yes,
"Other disorders of optic disc, left eye",H47392,H47392,,Yes,
"Other disorders of optic disc, bilateral",H47393,H47393,,Yes,
"Other disorders of optic disc, unspecified eye",H47399,H47399,,Yes,
Disorders of optic chiasm in (due to) inflammatory disorders,H4741,H4741,,Yes,
Disorders of optic chiasm in (due to) neoplasm,H4742,H4742,,Yes,
Disorders of optic chiasm in (due to) vascular disorders,H4743,H4743,,Yes,
Disorders of optic chiasm in (due to) other disorders,H4749,H4749,,Yes,
"Disorders of visual pathways in (due to) inflammatory disorders, right side",H47511,H47511,,Yes,
"Disorders of visual pathways in (due to) inflammatory disorders, left side",H47512,H47512,,Yes,
"Disorders of visual pathways in (due to) inflammatory disorders, unspecified side",H47519,H47519,,Yes,
"Disorders of visual pathways in (due to) neoplasm, right side",H47521,H47521,,Yes,
"Disorders of visual pathways in (due to) neoplasm, left side",H47522,H47522,,Yes,
"Disorders of visual pathways in (due to) neoplasm, unspecified side",H47529,H47529,,Yes,
"Disorders of visual pathways in (due to) vascular disorders, right side",H47531,H47531,,Yes,
"Disorders of visual pathways in (due to) vascular disorders, left side",H47532,H47532,,Yes,
"Disorders of visual pathways in (due to) vascular disorders, unspecified side",H47539,H47539,,Yes,
"Cortical blindness, right side of brain",H47611,H47611,,Yes,
"Cortical blindness, left side of brain",H47612,H47612,,Yes,
"Cortical blindness, unspecified side of brain",H47619,H47619,,Yes,
"Disorders of visual cortex in (due to) inflammatory disorders, right side of brain",H47621,H47621,,Yes,
"Disorders of visual cortex in (due to) inflammatory disorders, left side of brain",H47622,H47622,,Yes,
"Disorders of visual cortex in (due to) inflammatory disorders, unspecified side of brain",H47629,H47629,,Yes,
"Disorders of visual cortex in (due to) neoplasm, right side of brain",H47631,H47631,,Yes,
"Disorders of visual cortex in (due to) neoplasm, left side of brain",H47632,H47632,,Yes,
"Disorders of visual cortex in (due to) neoplasm, unspecified side of brain",H47639,H47639,,Yes,
"Disorders of visual cortex in (due to) vascular disorders, right side of brain",H47641,H47641,,Yes,
"Disorders of visual cortex in (due to) vascular disorders, left side of brain",H47642,H47642,,Yes,
"Disorders of visual cortex in (due to) vascular disorders, unspecified side of brain",H47649,H47649,,Yes,
Unspecified disorder of visual pathways,H479,H479,,Yes,
"Third [oculomotor] nerve palsy, unspecified eye",H4900,H4900,,Yes,
"Third [oculomotor] nerve palsy, right eye",H4901,H4901,,Yes,
"Third [oculomotor] nerve palsy, left eye",H4902,H4902,,Yes,
"Third [oculomotor] nerve palsy, bilateral",H4903,H4903,,Yes,
"Fourth [trochlear] nerve palsy, unspecified eye",H4910,H4910,,Yes,
"Fourth [trochlear] nerve palsy, right eye",H4911,H4911,,Yes,
"Fourth [trochlear] nerve palsy, left eye",H4912,H4912,,Yes,
"Fourth [trochlear] nerve palsy, bilateral",H4913,H4913,,Yes,
"Sixth [abducent] nerve palsy, unspecified eye",H4920,H4920,,Yes,
"Sixth [abducent] nerve palsy, right eye",H4921,H4921,,Yes,
"Sixth [abducent] nerve palsy, left eye",H4922,H4922,,Yes,
"Sixth [abducent] nerve palsy, bilateral",H4923,H4923,,Yes,
"Total (external) ophthalmoplegia, unspecified eye",H4930,H4930,,Yes,
"Total (external) ophthalmoplegia, right eye",H4931,H4931,,Yes,
"Total (external) ophthalmoplegia, left eye",H4932,H4932,,Yes,
"Total (external) ophthalmoplegia, bilateral",H4933,H4933,,Yes,
"Progressive external ophthalmoplegia, unspecified eye",H4940,H4940,,Yes,
"Progressive external ophthalmoplegia, right eye",H4941,H4941,,Yes,
"Progressive external ophthalmoplegia, left eye",H4942,H4942,,Yes,
"Progressive external ophthalmoplegia, bilateral",H4943,H4943,,Yes,
"Kearns-Sayre syndrome, right eye",H49811,H49811,,Yes,
"Kearns-Sayre syndrome, left eye",H49812,H49812,,Yes,
"Kearns-Sayre syndrome, bilateral",H49813,H49813,,Yes,
"Kearns-Sayre syndrome, unspecified eye",H49819,H49819,,Yes,
"Other paralytic strabismus, right eye",H49881,H49881,,Yes,
"Other paralytic strabismus, left eye",H49882,H49882,,Yes,
"Other paralytic strabismus, bilateral",H49883,H49883,,Yes,
"Other paralytic strabismus, unspecified eye",H49889,H49889,,Yes,
Unspecified paralytic strabismus,H499,H499,,Yes,
Unspecified esotropia,H5000,H5000,,Yes,
"Monocular esotropia, right eye",H50011,H50011,,Yes,
"Monocular esotropia, left eye",H50012,H50012,,Yes,
"Monocular esotropia with A pattern, right eye",H50021,H50021,,Yes,
"Monocular esotropia with A pattern, left eye",H50022,H50022,,Yes,
"Monocular esotropia with V pattern, right eye",H50031,H50031,,Yes,
"Monocular esotropia with V pattern, left eye",H50032,H50032,,Yes,
"Monocular esotropia with other noncomitancies, right eye",H50041,H50041,,Yes,
"Monocular esotropia with other noncomitancies, left eye",H50042,H50042,,Yes,
Alternating esotropia,H5005,H5005,,Yes,
Alternating esotropia with A pattern,H5006,H5006,,Yes,
Alternating esotropia with V pattern,H5007,H5007,,Yes,
Alternating esotropia with other noncomitancies,H5008,H5008,,Yes,
Unspecified exotropia,H5010,H5010,,Yes,
"Monocular exotropia, right eye",H50111,H50111,,Yes,
"Monocular exotropia, left eye",H50112,H50112,,Yes,
"Monocular exotropia with A pattern, right eye",H50121,H50121,,Yes,
"Monocular exotropia with A pattern, left eye",H50122,H50122,,Yes,
"Monocular exotropia with V pattern, right eye",H50131,H50131,,Yes,
"Monocular exotropia with V pattern, left eye",H50132,H50132,,Yes,
"Monocular exotropia with other noncomitancies, right eye",H50141,H50141,,Yes,
"Monocular exotropia with other noncomitancies, left eye",H50142,H50142,,Yes,
Alternating exotropia,H5015,H5015,,Yes,
Alternating exotropia with A pattern,H5016,H5016,,Yes,
Alternating exotropia with V pattern,H5017,H5017,,Yes,
Alternating exotropia with other noncomitancies,H5018,H5018,,Yes,
"Vertical strabismus, right eye",H5021,H5021,,Yes,
"Vertical strabismus, left eye",H5022,H5022,,Yes,
Unspecified intermittent heterotropia,H5030,H5030,,Yes,
"Intermittent monocular esotropia, right eye",H50311,H50311,,Yes,
"Intermittent monocular esotropia, left eye",H50312,H50312,,Yes,
Intermittent alternating esotropia,H5032,H5032,,Yes,
"Intermittent monocular exotropia, right eye",H50331,H50331,,Yes,
"Intermittent monocular exotropia, left eye",H50332,H50332,,Yes,
Intermittent alternating exotropia,H5034,H5034,,Yes,
Unspecified heterotropia,H5040,H5040,,Yes,
"Cyclotropia, right eye",H50411,H50411,,Yes,
"Cyclotropia, left eye",H50412,H50412,,Yes,
Monofixation syndrome,H5042,H5042,,Yes,
Accommodative component in esotropia,H5043,H5043,,Yes,
Unspecified heterophoria,H5050,H5050,,Yes,
Esophoria,H5051,H5051,,Yes,
Exophoria,H5052,H5052,,Yes,
Vertical heterophoria,H5053,H5053,,Yes,
Cyclophoria,H5054,H5054,,Yes,
Alternating heterophoria,H5055,H5055,,Yes,
"Mechanical strabismus, unspecified",H5060,H5060,,Yes,
"Brown's sheath syndrome, right eye",H50611,H50611,,Yes,
"Brown's sheath syndrome, left eye",H50612,H50612,,Yes,
"Inferior oblique muscle entrapment, right eye",H50621,H50621,,Yes,
"Inferior oblique muscle entrapment, left eye",H50622,H50622,,Yes,
"Inferior oblique muscle entrapment, unspecified eye",H50629,H50629,,Yes,
"Inferior rectus muscle entrapment, right eye",H50631,H50631,,Yes,
"Inferior rectus muscle entrapment, left eye",H50632,H50632,,Yes,
"Inferior rectus muscle entrapment, unspecified eye",H50639,H50639,,Yes,
"Lateral rectus muscle entrapment, right eye",H50641,H50641,,Yes,
"Lateral rectus muscle entrapment, left eye",H50642,H50642,,Yes,
"Lateral rectus muscle entrapment, unspecified eye",H50649,H50649,,Yes,
"Medial rectus muscle entrapment, right eye",H50651,H50651,,Yes,
"Medial rectus muscle entrapment, left eye",H50652,H50652,,Yes,
"Medial rectus muscle entrapment, unspecified eye",H50659,H50659,,Yes,
"Superior oblique muscle entrapment, right eye",H50661,H50661,,Yes,
"Superior oblique muscle entrapment, left eye",H50662,H50662,,Yes,
"Superior oblique muscle entrapment, unspecified eye",H50669,H50669,,Yes,
"Superior rectus muscle entrapment, right eye",H50671,H50671,,Yes,
"Superior rectus muscle entrapment, left eye",H50672,H50672,,Yes,
"Superior rectus muscle entrapment, unspecified eye",H50679,H50679,,Yes,
"Extraocular muscle entrapment, unspecified, right eye",H50681,H50681,,Yes,
"Extraocular muscle entrapment, unspecified, left eye",H50682,H50682,,Yes,
"Extraocular muscle entrapment, unspecified, unspecified eye",H50689,H50689,,Yes,
Other mechanical strabismus,H5069,H5069,,Yes,
"Duane's syndrome, right eye",H50811,H50811,,Yes,
"Duane's syndrome, left eye",H50812,H50812,,Yes,
Other specified strabismus,H5089,H5089,,Yes,
Unspecified strabismus,H509,H509,,Yes,
Palsy (spasm) of conjugate gaze,H510,H510,,Yes,
Convergence insufficiency,H5111,H5111,,Yes,
Convergence excess,H5112,H5112,,Yes,
"Internuclear ophthalmoplegia, unspecified eye",H5120,H5120,,Yes,
"Internuclear ophthalmoplegia, right eye",H5121,H5121,,Yes,
"Internuclear ophthalmoplegia, left eye",H5122,H5122,,Yes,
"Internuclear ophthalmoplegia, bilateral",H5123,H5123,,Yes,
Other specified disorders of binocular movement,H518,H518,,Yes,
Unspecified disorder of binocular movement,H519,H519,,Yes,
"Hypermetropia, unspecified eye",H5200,H5200,,Yes,
"Hypermetropia, right eye",H5201,H5201,,Yes,
"Hypermetropia, left eye",H5202,H5202,,Yes,
"Hypermetropia, bilateral",H5203,H5203,,Yes,
"Myopia, unspecified eye",H5210,H5210,,Yes,
"Myopia, right eye",H5211,H5211,,Yes,
"Myopia, left eye",H5212,H5212,,Yes,
"Myopia, bilateral",H5213,H5213,,Yes,
"Unspecified astigmatism, right eye",H52201,H52201,,Yes,
"Unspecified astigmatism, left eye",H52202,H52202,,Yes,
"Unspecified astigmatism, bilateral",H52203,H52203,,Yes,
"Unspecified astigmatism, unspecified eye",H52209,H52209,,Yes,
"Irregular astigmatism, right eye",H52211,H52211,,Yes,
"Irregular astigmatism, left eye",H52212,H52212,,Yes,
"Irregular astigmatism, bilateral",H52213,H52213,,Yes,
"Irregular astigmatism, unspecified eye",H52219,H52219,,Yes,
"Regular astigmatism, right eye",H52221,H52221,,Yes,
"Regular astigmatism, left eye",H52222,H52222,,Yes,
"Regular astigmatism, bilateral",H52223,H52223,,Yes,
"Regular astigmatism, unspecified eye",H52229,H52229,,Yes,
Anisometropia,H5231,H5231,,Yes,
Aniseikonia,H5232,H5232,,Yes,
Presbyopia,H524,H524,,Yes,
"Internal ophthalmoplegia (complete) (total), right eye",H52511,H52511,,Yes,
"Internal ophthalmoplegia (complete) (total), left eye",H52512,H52512,,Yes,
"Internal ophthalmoplegia (complete) (total), bilateral",H52513,H52513,,Yes,
"Internal ophthalmoplegia (complete) (total), unspecified eye",H52519,H52519,,Yes,
"Paresis of accommodation, right eye",H52521,H52521,,Yes,
"Paresis of accommodation, left eye",H52522,H52522,,Yes,
"Paresis of accommodation, bilateral",H52523,H52523,,Yes,
"Paresis of accommodation, unspecified eye",H52529,H52529,,Yes,
"Spasm of accommodation, right eye",H52531,H52531,,Yes,
"Spasm of accommodation, left eye",H52532,H52532,,Yes,
"Spasm of accommodation, bilateral",H52533,H52533,,Yes,
"Spasm of accommodation, unspecified eye",H52539,H52539,,Yes,
Other disorders of refraction,H526,H526,,Yes,
Unspecified disorder of refraction,H527,H527,,Yes,
"Unspecified amblyopia, right eye",H53001,H53001,,Yes,
"Unspecified amblyopia, left eye",H53002,H53002,,Yes,
"Unspecified amblyopia, bilateral",H53003,H53003,,Yes,
"Unspecified amblyopia, unspecified eye",H53009,H53009,,Yes,
"Deprivation amblyopia, right eye",H53011,H53011,,Yes,
"Deprivation amblyopia, left eye",H53012,H53012,,Yes,
"Deprivation amblyopia, bilateral",H53013,H53013,,Yes,
"Deprivation amblyopia, unspecified eye",H53019,H53019,,Yes,
"Refractive amblyopia, right eye",H53021,H53021,,Yes,
"Refractive amblyopia, left eye",H53022,H53022,,Yes,
"Refractive amblyopia, bilateral",H53023,H53023,,Yes,
"Refractive amblyopia, unspecified eye",H53029,H53029,,Yes,
"Strabismic amblyopia, right eye",H53031,H53031,,Yes,
"Strabismic amblyopia, left eye",H53032,H53032,,Yes,
"Strabismic amblyopia, bilateral",H53033,H53033,,Yes,
"Strabismic amblyopia, unspecified eye",H53039,H53039,,Yes,
"Amblyopia suspect, right eye",H53041,H53041,,Yes,
"Amblyopia suspect, left eye",H53042,H53042,,Yes,
"Amblyopia suspect, bilateral",H53043,H53043,,Yes,
"Amblyopia suspect, unspecified eye",H53049,H53049,,Yes,
Unspecified subjective visual disturbances,H5310,H5310,,Yes,
Day blindness,H5311,H5311,,Yes,
"Transient visual loss, right eye",H53121,H53121,,Yes,
"Transient visual loss, left eye",H53122,H53122,,Yes,
"Transient visual loss, bilateral",H53123,H53123,,Yes,
"Transient visual loss, unspecified eye",H53129,H53129,,Yes,
"Sudden visual loss, right eye",H53131,H53131,,Yes,
"Sudden visual loss, left eye",H53132,H53132,,Yes,
"Sudden visual loss, bilateral",H53133,H53133,,Yes,
"Sudden visual loss, unspecified eye",H53139,H53139,,Yes,
"Visual discomfort, right eye",H53141,H53141,,Yes,
"Visual discomfort, left eye",H53142,H53142,,Yes,
"Visual discomfort, bilateral",H53143,H53143,,Yes,
"Visual discomfort, unspecified",H53149,H53149,,Yes,
Visual distortions of shape and size,H5315,H5315,,Yes,
Psychophysical visual disturbances,H5316,H5316,,Yes,
Other subjective visual disturbances,H5319,H5319,,Yes,
Diplopia,H532,H532,,Yes,
Unspecified disorder of binocular vision,H5330,H5330,,Yes,
Abnormal retinal correspondence,H5331,H5331,,Yes,
Fusion with defective stereopsis,H5332,H5332,,Yes,
Simultaneous visual perception without fusion,H5333,H5333,,Yes,
Suppression of binocular vision,H5334,H5334,,Yes,
Unspecified visual field defects,H5340,H5340,,Yes,
"Scotoma involving central area, right eye",H53411,H53411,,Yes,
"Scotoma involving central area, left eye",H53412,H53412,,Yes,
"Scotoma involving central area, bilateral",H53413,H53413,,Yes,
"Scotoma involving central area, unspecified eye",H53419,H53419,,Yes,
"Scotoma of blind spot area, right eye",H53421,H53421,,Yes,
"Scotoma of blind spot area, left eye",H53422,H53422,,Yes,
"Scotoma of blind spot area, bilateral",H53423,H53423,,Yes,
"Scotoma of blind spot area, unspecified eye",H53429,H53429,,Yes,
"Sector or arcuate defects, right eye",H53431,H53431,,Yes,
"Sector or arcuate defects, left eye",H53432,H53432,,Yes,
"Sector or arcuate defects, bilateral",H53433,H53433,,Yes,
"Sector or arcuate defects, unspecified eye",H53439,H53439,,Yes,
"Other localized visual field defect, right eye",H53451,H53451,,Yes,
"Other localized visual field defect, left eye",H53452,H53452,,Yes,
"Other localized visual field defect, bilateral",H53453,H53453,,Yes,
"Other localized visual field defect, unspecified eye",H53459,H53459,,Yes,
"Homonymous bilateral field defects, right side",H53461,H53461,,Yes,
"Homonymous bilateral field defects, left side",H53462,H53462,,Yes,
"Homonymous bilateral field defects, unspecified side",H53469,H53469,,Yes,
Heteronymous bilateral field defects,H5347,H5347,,Yes,
"Generalized contraction of visual field, right eye",H53481,H53481,,Yes,
"Generalized contraction of visual field, left eye",H53482,H53482,,Yes,
"Generalized contraction of visual field, bilateral",H53483,H53483,,Yes,
"Generalized contraction of visual field, unspecified eye",H53489,H53489,,Yes,
Unspecified color vision deficiencies,H5350,H5350,,Yes,
Achromatopsia,H5351,H5351,,Yes,
Acquired color vision deficiency,H5352,H5352,,Yes,
Deuteranomaly,H5353,H5353,,Yes,
Protanomaly,H5354,H5354,,Yes,
Tritanomaly,H5355,H5355,,Yes,
Other color vision deficiencies,H5359,H5359,,Yes,
Unspecified night blindness,H5360,H5360,,Yes,
Abnormal dark adaptation curve,H5361,H5361,,Yes,
Acquired night blindness,H5362,H5362,,Yes,
Congenital night blindness,H5363,H5363,,Yes,
Other night blindness,H5369,H5369,,Yes,
Glare sensitivity,H5371,H5371,,Yes,
Impaired contrast sensitivity,H5372,H5372,,Yes,
Other visual disturbances,H538,H538,,Yes,
Unspecified visual disturbance,H539,H539,,Yes,
"Blindness right eye category 3, blindness left eye category 3",H540X33,H540X33,,Yes,
