Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type I or II with nonunion",S52102M,S52102M,,Yes,
"Toxic effect of mercury and its compounds, accidental (unintentional), initial encounter",T561X1A,T561X1A,,Yes,
"Wedge compression fracture of T7-T8 vertebra, initial encounter for open fracture",S22060B,S22060B,,Yes,
"Assault by hot fluids, subsequent encounter",X982XXD,X982XXD,,Yes,
"Other fractures of lower end of left radius, initial encounter for closed fracture",S52592A,S52592A,,Yes,
Dry eye syndrome of bilateral lacrimal glands,H04123,H04123,,Yes,
"Nondisplaced fracture of distal phalanx of left ring finger, initial encounter for open fracture",S62665B,S62665B,,Yes,
"Abscess of breast associated with pregnancy, second trimester",O91112,O91112,,Yes,
"Basal cell carcinoma of skin of right lower limb, including hip",C44712,C44712,,Yes,
"Lead-induced chronic gout, unspecified shoulder, without tophus (tophi)",M1A1190,M1A1190,,Yes,
"Other injury of heart without hemopericardium, subsequent encounter",S2619XD,S2619XD,,Yes,
"Marfan syndrome, unspecified",Q8740,Q8740,,Yes,
"Contusion of unspecified great toe with damage to nail, initial encounter",S90219A,S90219A,,Yes,
"Nondisplaced fracture of proximal phalanx of right index finger, initial encounter for open fracture",S62640B,S62640B,,Yes,
"Posterior synechiae (iris), right eye",H21541,H21541,,Yes,
"Burn of right eyelid and periocular area, initial encounter",T2601XA,T2601XA,,Yes,
"Chronic allergic otitis media, unspecified ear",H65419,H65419,,Yes,
"Nondisplaced fracture of coronoid process of left ulna, sequela",S52045S,S52045S,,Yes,
"Pedal cycle driver injured in collision with fixed or stationary object in nontraffic accident, sequela",V170XXS,V170XXS,,Yes,
"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, subsequent encounter",T450X2D,T450X2D,,Yes,
"Unspecified nondisplaced fracture of third cervical vertebra, subsequent encounter for fracture with routine healing",S12201D,S12201D,,Yes,
"Other dislocation of right wrist and hand, subsequent encounter",S63094D,S63094D,,Yes,
Other speech and language deficits following unspecified cerebrovascular disease,I69928,I69928,,Yes,
"Poisoning by cocaine, accidental (unintentional), subsequent encounter",T405X1D,T405X1D,,Yes,
"Interstitial myositis, left forearm",M60132,M60132,,Yes,
"Congenital talipes calcaneovarus, unspecified foot",Q6610,Q6610,,Yes,
"Laceration of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, sequela",S86929S,S86929S,,Yes,
"Corneal edema secondary to contact lens, left eye",H18212,H18212,,Yes,
"Poisoning by unspecified drugs acting on muscles, accidental (unintentional), initial encounter",T48201A,T48201A,,Yes,
"Unspecified subluxation of unspecified shoulder joint, sequela",S43003S,S43003S,,Yes,
"Unspecified injury of dorsal artery of right foot, sequela",S95001S,S95001S,,Yes,
"Unspecified fracture of shaft of left ulna, sequela",S52202S,S52202S,,Yes,
"Military operations involving incendiary bullet, military personnel, initial encounter",Y37320A,Y37320A,,Yes,
"Supervision of elderly primigravida, first trimester",O09511,O09511,,Yes,
"Injury of olfactory [1st ] nerve, unspecified side, subsequent encounter",S04819D,S04819D,,Yes,
"Abrasion of right wrist, sequela",S60811S,S60811S,,Yes,
"Torus fracture of upper end of right ulna, subsequent encounter for fracture with malunion",S52011P,S52011P,,Yes,
"Erosion of implanted urethral bulking agent to surrounding organ or tissue, initial encounter",T83713A,T83713A,,Yes,
"Emphysema, unspecified",J439,J439,,Yes,
"Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",V463XXA,V463XXA,,Yes,
"Pathological fracture, right hand, subsequent encounter for fracture with delayed healing",M84441G,M84441G,,Yes,
"Person boarding or alighting other motorcycle injured in collision with railway train or railway vehicle, initial encounter",V2539XA,V2539XA,,Yes,
"Unspecified physeal fracture of right calcaneus, initial encounter for open fracture",S99001B,S99001B,,Yes,
Plasmacytosis,D72822,D72822,,Yes,
"Fracture of alveolus of maxilla, subsequent encounter for fracture with delayed healing",S0242XG,S0242XG,,Yes,
Left sided colitis with fistula,K51513,K51513,,Yes,
"Passenger in heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",V651XXA,V651XXA,,Yes,
"Other injury of extensor or abductor muscles, fascia and tendons of unspecified thumb at forearm level, initial encounter",S56399A,S56399A,,Yes,
"Bilateral femoral hernia, with obstruction, without gangrene, recurrent",K4101,K4121,,No,
Secondary malignant neoplasm of left adrenal gland,C7972,C7972,,Yes,
"Osteonecrosis due to previous trauma, right toe(s)",M87277,M87277,,Yes,
"Other ultralight, microlight or powered-glider accident injuring occupant, subsequent encounter",V9519XD,V9519XD,,Yes,
"Type 1 fracture of sacrum, initial encounter for open fracture",S3214XB,S3214XB,,Yes,
"Sprain of tarsometatarsal ligament of left foot, subsequent encounter",S93622D,S93622D,,Yes,
"Anterior dislocation of unspecified sternoclavicular joint, sequela",S43216S,S43216S,,Yes,
"Implantation cysts of iris, ciliary body or anterior chamber, left eye",H21322,H21322,,Yes,
"Stress fracture, unspecified humerus, subsequent encounter for fracture with delayed healing",M84329G,M84329G,,Yes,
"Pedestrian with other conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter",V0199XA,V0199XA,,Yes,
"Chronic postrheumatic arthropathy [Jaccoud], multiple sites",M1209,M1209,,Yes,
"Other congenital malformation of liver, unspecified",Q4470,Q4470,,Yes,
"Unspecified physeal fracture of phalanx of right toe, subsequent encounter for fracture with nonunion",S99201K,S99201K,,Yes,
"Nondisplaced fracture of anterior column [iliopubic] of unspecified acetabulum, sequela",S32436S,S32436S,,Yes,
"Contact with contaminated hypodermic needle, sequela",W461XXS,W461XXS,,Yes,
"Displaced comminuted fracture of shaft of left femur, initial encounter for closed fracture",S72352A,S72352A,,Yes,
Other immediate postpartum hemorrhage,O721,O721,,Yes,
"Poisoning by aspirin, intentional self-harm, sequela",T39012S,T39012S,,Yes,
"Osteomyelitis of vertebra, thoracic region",M4624,M4624,,Yes,
"Toxic effect of contact with stingray, accidental (unintentional), sequela",T63511S,T63511S,,Yes,
"Stiffness of left wrist, not elsewhere classified",M25632,M25632,,Yes,
"Displaced fracture of medial condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72431J,S72431J,,Yes,
"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion",S52365M,S52365M,,Yes,
"Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester",O10219,O10219,,Yes,
"Unspecified injury of other muscles, fascia and tendons at forearm level, left arm, subsequent encounter",S56802D,S56802D,,Yes,
"Acquired deformity of pinna, unspecified ear",H61119,H61119,,Yes,
"Nontraumatic ischemic infarction of muscle, unspecified hand",M62249,M62249,,Yes,
Periapical abscess with sinus,K046,K046,,Yes,
"Contusion of ovary, unspecified, initial encounter",S37429A,S37429A,,Yes,
